Date,Home Team,Away Team,Result,Overtime,Season
10/11/2012 08:00,Chicago Bulls,Minnesota Timberwolves,87 - 80,,2012-2013
10/11/2012 08:00,Houston Rockets,Detroit Pistons,96 - 82,,2012-2013
10/11/2012 08:30,Milwaukee Bucks,Boston Celtics,92 - 96,,2012-2013
10/11/2012 09:00,Utah Jazz,Phoenix Suns,94 - 81,,2012-2013
10/11/2012 10:00,Portland Trail Blazers,San Antonio Spurs,109 - 112,,2012-2013
10/11/2012 10:30,Golden State Warriors,Denver Nuggets,101 - 107,2OT,2012-2013
11/11/2012 03:00,Brooklyn Nets,Orlando Magic,82 - 74,,2012-2013
11/11/2012 03:30,Los Angeles Clippers,Atlanta Hawks,89 - 76,,2012-2013
11/11/2012 06:00,Memphis Grizzlies,Miami Heat,104 - 86,,2012-2013
11/11/2012 07:00,Oklahoma City Thunder,Cleveland Cavaliers,106 - 91,,2012-2013
11/11/2012 09:30,Los Angeles Lakers,Sacramento Kings,103 - 90,,2012-2013
12/11/2012 07:00,Philadelphia 76ers,Milwaukee Bucks,96 - 105,,2012-2013
12/11/2012 07:00,Toronto Raptors,Utah Jazz,133 - 140,3OT,2012-2013
12/11/2012 07:30,Detroit Pistons,Oklahoma City Thunder,90 - 92,,2012-2013
12/11/2012 08:00,Chicago Bulls,Boston Celtics,95 - 101,,2012-2013
12/11/2012 08:00,Houston Rockets,Miami Heat,110 - 113,,2012-2013
12/11/2012 08:30,Dallas Mavericks,Minnesota Timberwolves,82 - 90,,2012-2013
12/11/2012 09:00,Phoenix Suns,Denver Nuggets,110 - 100,,2012-2013
12/11/2012 10:00,Portland Trail Blazers,Atlanta Hawks,87 - 95,,2012-2013
13/11/2012 07:00,Charlotte Bobcats,Washington Wizards,92 - 76,,2012-2013
13/11/2012 07:00,Indiana Pacers,Toronto Raptors,72 - 74,,2012-2013
13/11/2012 07:00,Orlando Magic,New York Knicks,89 - 99,,2012-2013
13/11/2012 07:30,Brooklyn Nets,Cleveland Cavaliers,114 - 101,,2012-2013
13/11/2012 10:00,Sacramento Kings,Portland Trail Blazers,86 - 103,,2012-2013
13/11/2012 10:30,Los Angeles Lakers,San Antonio Spurs,82 - 84,,2012-2013
14/11/2012 07:00,Philadelphia 76ers,Detroit Pistons,76 - 94,,2012-2013
14/11/2012 07:30,Boston Celtics,Utah Jazz,98 - 93,,2012-2013
14/11/2012 08:00,Houston Rockets,New Orleans Hornets,100 - 96,,2012-2013
14/11/2012 08:00,Milwaukee Bucks,Indiana Pacers,99 - 85,,2012-2013
14/11/2012 08:00,Minnesota Timberwolves,Charlotte Bobcats,87 - 89,,2012-2013
14/11/2012 08:00,Oklahoma City Thunder,Memphis Grizzlies,97 - 107,,2012-2013
14/11/2012 08:30,Dallas Mavericks,Washington Wizards,107 - 101,,2012-2013
14/11/2012 09:00,Phoenix Suns,Chicago Bulls,106 - 112,OT,2012-2013
14/11/2012 10:30,Golden State Warriors,Atlanta Hawks,92 - 88,,2012-2013
14/11/2012 10:30,Los Angeles Clippers,Miami Heat,107 - 100,,2012-2013
15/11/2012 08:00,Brooklyn Nets,Boston Celtics,102 - 97,,2012-2013
15/11/2012 08:30,San Antonio Spurs,New York Knicks,100 - 104,,2012-2013
15/11/2012 10:30,Denver Nuggets,Miami Heat,93 - 98,,2012-2013
16/11/2012 07:00,Indiana Pacers,Dallas Mavericks,103 - 83,,2012-2013
16/11/2012 07:00,Philadelphia 76ers,Utah Jazz,99 - 93,,2012-2013
16/11/2012 07:30,Detroit Pistons,Orlando Magic,106 - 110,,2012-2013
16/11/2012 08:00,Minnesota Timberwolves,Golden State Warriors,98 - 106,,2012-2013
16/11/2012 08:00,New Orleans Hornets,Oklahoma City Thunder,95 - 110,,2012-2013
16/11/2012 09:30,Memphis Grizzlies,New York Knicks,105 - 95,,2012-2013
16/11/2012 10:00,Portland Trail Blazers,Houston Rockets,119 - 117,OT,2012-2013
16/11/2012 10:00,Sacramento Kings,Atlanta Hawks,96 - 112,,2012-2013
16/11/2012 10:30,Los Angeles Lakers,Phoenix Suns,114 - 102,,2012-2013
17/11/2012 12:30,Boston Celtics,Toronto Raptors,107 - 89,,2012-2013
17/11/2012 07:00,Washington Wizards,Utah Jazz,76 - 83,,2012-2013
17/11/2012 07:30,Charlotte Bobcats,Memphis Grizzlies,87 - 94,,2012-2013
17/11/2012 07:30,Cleveland Cavaliers,Dallas Mavericks,95 - 103,,2012-2013
17/11/2012 08:30,Milwaukee Bucks,New Orleans Hornets,117 - 113,,2012-2013
17/11/2012 08:30,San Antonio Spurs,Denver Nuggets,126 - 100,,2012-2013
17/11/2012 09:00,Los Angeles Clippers,Chicago Bulls,101 - 80,,2012-2013
17/11/2012 09:00,Phoenix Suns,Miami Heat,88 - 97,,2012-2013
18/11/2012 12:00,New York Knicks,Indiana Pacers,88 - 76,,2012-2013
18/11/2012 01:00,Toronto Raptors,Orlando Magic,97 - 86,,2012-2013
18/11/2012 06:00,Philadelphia 76ers,Cleveland Cavaliers,86 - 79,,2012-2013
18/11/2012 06:00,Sacramento Kings,Brooklyn Nets,90 - 99,,2012-2013
18/11/2012 07:00,Oklahoma City Thunder,Golden State Warriors,119 - 109,,2012-2013
18/11/2012 07:30,Detroit Pistons,Boston Celtics,103 - 83,,2012-2013
18/11/2012 09:00,Portland Trail Blazers,Chicago Bulls,102 - 94,,2012-2013
18/11/2012 09:30,Los Angeles Lakers,Houston Rockets,119 - 108,,2012-2013
19/11/2012 07:00,Charlotte Bobcats,Milwaukee Bucks,102 - 98,,2012-2013
19/11/2012 07:00,Washington Wizards,Indiana Pacers,89 - 96,,2012-2013
19/11/2012 07:30,Atlanta Hawks,Orlando Magic,81 - 72,,2012-2013
19/11/2012 08:00,Memphis Grizzlies,Denver Nuggets,92 - 97,,2012-2013
19/11/2012 08:30,Dallas Mavericks,Golden State Warriors,101 - 105,OT,2012-2013
19/11/2012 08:30,San Antonio Spurs,Los Angeles Clippers,87 - 92,,2012-2013
19/11/2012 09:00,Utah Jazz,Houston Rockets,102 - 91,,2012-2013
20/11/2012 07:00,Philadelphia 76ers,Toronto Raptors,106 - 98,,2012-2013
20/11/2012 08:00,New Orleans Hornets,New York Knicks,80 - 102,,2012-2013
20/11/2012 10:30,Los Angeles Lakers,Brooklyn Nets,95 - 90,,2012-2013
21/11/2012 07:00,Charlotte Bobcats,Toronto Raptors,98 - 97,,2012-2013
21/11/2012 07:00,Cleveland Cavaliers,Philadelphia 76ers,92 - 83,,2012-2013
21/11/2012 07:00,Indiana Pacers,New Orleans Hornets,115 - 107,OT,2012-2013
21/11/2012 07:00,Orlando Magic,Detroit Pistons,90 - 74,,2012-2013
21/11/2012 07:30,Atlanta Hawks,Washington Wizards,101 - 100,OT,2012-2013
21/11/2012 07:30,Boston Celtics,San Antonio Spurs,100 - 112,,2012-2013
21/11/2012 07:30,Miami Heat,Milwaukee Bucks,113 - 106,OT,2012-2013
21/11/2012 07:30,Oklahoma City Thunder,Los Angeles Clippers,117 - 111,OT,2012-2013
21/11/2012 08:00,Houston Rockets,Chicago Bulls,93 - 89,,2012-2013
21/11/2012 08:00,Minnesota Timberwolves,Denver Nuggets,94 - 101,,2012-2013
21/11/2012 08:30,Dallas Mavericks,New York Knicks,114 - 111,,2012-2013
21/11/2012 09:00,Phoenix Suns,Portland Trail Blazers,114 - 87,,2012-2013
21/11/2012 10:00,Sacramento Kings,Los Angeles Lakers,113 - 97,,2012-2013
21/11/2012 10:30,Golden State Warriors,Brooklyn Nets,102 - 93,,2012-2013
23/11/2012 07:00,Charlotte Bobcats,Atlanta Hawks,91 - 101,,2012-2013
23/11/2012 07:00,Orlando Magic,Cleveland Cavaliers,108 - 104,,2012-2013
23/11/2012 07:30,Boston Celtics,Oklahoma City Thunder,108 - 100,,2012-2013
23/11/2012 07:30,Brooklyn Nets,Los Angeles Clippers,86 - 76,,2012-2013
23/11/2012 07:30,Detroit Pistons,Toronto Raptors,91 - 90,,2012-2013
23/11/2012 08:00,Houston Rockets,New York Knicks,131 - 103,,2012-2013
23/11/2012 08:00,Indiana Pacers,San Antonio Spurs,97 - 104,,2012-2013
23/11/2012 08:00,Memphis Grizzlies,Los Angeles Lakers,106 - 98,,2012-2013
23/11/2012 09:00,Denver Nuggets,Golden State Warriors,102 - 91,,2012-2013
23/11/2012 09:00,Phoenix Suns,New Orleans Hornets,111 - 108,OT,2012-2013
23/11/2012 09:00,Utah Jazz,Sacramento Kings,104 - 102,,2012-2013
23/11/2012 10:00,Portland Trail Blazers,Minnesota Timberwolves,103 - 95,,2012-2013
24/11/2012 07:00,Atlanta Hawks,Los Angeles Clippers,104 - 93,,2012-2013
24/11/2012 07:00,Philadelphia 76ers,Oklahoma City Thunder,109 - 116,OT,2012-2013
24/11/2012 07:00,Washington Wizards,Charlotte Bobcats,106 - 108,2OT,2012-2013
24/11/2012 07:30,Miami Heat,Cleveland Cavaliers,110 - 108,,2012-2013
24/11/2012 08:30,Dallas Mavericks,Los Angeles Lakers,89 - 115,,2012-2013
24/11/2012 09:00,Milwaukee Bucks,Chicago Bulls,86 - 93,,2012-2013
24/11/2012 10:00,Sacramento Kings,Utah Jazz,108 - 97,,2012-2013
24/11/2012 10:30,Golden State Warriors,Minnesota Timberwolves,96 - 85,,2012-2013
25/11/2012 01:00,New York Knicks,Detroit Pistons,121 - 100,,2012-2013
25/11/2012 01:00,Toronto Raptors,San Antonio Spurs,106 - 111,2OT,2012-2013
25/11/2012 03:00,Brooklyn Nets,Portland Trail Blazers,98 - 85,,2012-2013
25/11/2012 06:00,Orlando Magic,Boston Celtics,110 - 116,OT,2012-2013
25/11/2012 06:00,Philadelphia 76ers,Phoenix Suns,104 - 101,,2012-2013
25/11/2012 08:00,Denver Nuggets,New Orleans Hornets,102 - 84,,2012-2013
26/11/2012 07:00,Brooklyn Nets,New York Knicks,96 - 89,OT,2012-2013
26/11/2012 07:00,Washington Wizards,San Antonio Spurs,92 - 118,,2012-2013
26/11/2012 07:30,Detroit Pistons,Portland Trail Blazers,108 - 101,,2012-2013
26/11/2012 08:00,Chicago Bulls,Milwaukee Bucks,92 - 93,,2012-2013
26/11/2012 08:00,Memphis Grizzlies,Cleveland Cavaliers,84 - 78,,2012-2013
26/11/2012 08:00,Oklahoma City Thunder,Charlotte Bobcats,114 - 69,,2012-2013
26/11/2012 09:00,Utah Jazz,Denver Nuggets,105 - 103,,2012-2013
26/11/2012 10:30,Los Angeles Clippers,New Orleans Hornets,98 - 105,,2012-2013
27/11/2012 07:00,Cleveland Cavaliers,Phoenix Suns,78 - 91,,2012-2013
27/11/2012 07:00,Philadelphia 76ers,Dallas Mavericks,100 - 98,,2012-2013
27/11/2012 08:00,Houston Rockets,Toronto Raptors,117 - 101,,2012-2013
27/11/2012 10:00,Sacramento Kings,Minnesota Timberwolves,89 - 97,,2012-2013
27/11/2012 10:30,Los Angeles Lakers,Indiana Pacers,77 - 79,,2012-2013
28/11/2012 07:00,Orlando Magic,San Antonio Spurs,89 - 110,,2012-2013
28/11/2012 07:00,Washington Wizards,Portland Trail Blazers,84 - 82,,2012-2013
28/11/2012 07:30,Atlanta Hawks,Charlotte Bobcats,94 - 91,,2012-2013
28/11/2012 07:30,Boston Celtics,Brooklyn Nets,83 - 95,,2012-2013
28/11/2012 07:30,Detroit Pistons,Phoenix Suns,117 - 77,,2012-2013
28/11/2012 08:00,Chicago Bulls,Dallas Mavericks,101 - 78,,2012-2013
28/11/2012 08:00,Memphis Grizzlies,Toronto Raptors,103 - 82,,2012-2013
28/11/2012 08:00,Milwaukee Bucks,New York Knicks,88 - 102,,2012-2013
28/11/2012 08:00,New Orleans Hornets,Utah Jazz,84 - 96,,2012-2013
28/11/2012 08:00,Oklahoma City Thunder,Houston Rockets,120 - 98,,2012-2013
28/11/2012 10:30,Los Angeles Clippers,Minnesota Timberwolves,101 - 95,,2012-2013
29/11/2012 08:00,Miami Heat,San Antonio Spurs,105 - 100,,2012-2013
29/11/2012 10:30,Golden State Warriors,Denver Nuggets,106 - 105,,2012-2013
30/11/2012 07:00,Charlotte Bobcats,Philadelphia 76ers,98 - 104,,2012-2013
30/11/2012 07:00,Orlando Magic,Brooklyn Nets,86 - 98,,2012-2013
30/11/2012 07:00,Toronto Raptors,Phoenix Suns,101 - 97,,2012-2013
30/11/2012 07:30,Atlanta Hawks,Cleveland Cavaliers,111 - 113,,2012-2013
30/11/2012 07:30,Boston Celtics,Portland Trail Blazers,96 - 78,,2012-2013
30/11/2012 07:30,New York Knicks,Washington Wizards,108 - 87,,2012-2013
30/11/2012 08:00,Memphis Grizzlies,Detroit Pistons,90 - 78,,2012-2013
30/11/2012 08:00,Minnesota Timberwolves,Milwaukee Bucks,95 - 85,,2012-2013
30/11/2012 08:00,Oklahoma City Thunder,Utah Jazz,106 - 94,,2012-2013
30/11/2012 10:00,Sacramento Kings,Indiana Pacers,92 - 97,,2012-2013
30/11/2012 10:30,Los Angeles Lakers,Denver Nuggets,122 - 103,,2012-2013
01/12/2012 07:30,Cleveland Cavaliers,Portland Trail Blazers,117 - 118,2OT,2012-2013
01/12/2012 07:30,Miami Heat,Brooklyn Nets,102 - 89,,2012-2013
01/12/2012 08:00,Chicago Bulls,Philadelphia 76ers,93 - 88,,2012-2013
01/12/2012 08:00,Houston Rockets,Utah Jazz,124 - 116,,2012-2013
01/12/2012 08:00,New Orleans Hornets,Oklahoma City Thunder,79 - 100,,2012-2013
01/12/2012 08:30,Milwaukee Bucks,Boston Celtics,91 - 88,,2012-2013
01/12/2012 08:30,San Antonio Spurs,Memphis Grizzlies,99 - 95,OT,2012-2013
01/12/2012 09:00,Dallas Mavericks,Detroit Pistons,92 - 77,,2012-2013
01/12/2012 10:30,Golden State Warriors,Indiana Pacers,103 - 92,,2012-2013
01/12/2012 10:30,Los Angeles Clippers,Sacramento Kings,116 - 81,,2012-2013
02/12/2012 12:00,New York Knicks,Phoenix Suns,106 - 99,,2012-2013
02/12/2012 09:30,Los Angeles Lakers,Orlando Magic,103 - 113,,2012-2013
03/12/2012 07:00,Charlotte Bobcats,Portland Trail Blazers,112 - 118,OT,2012-2013
03/12/2012 07:30,Detroit Pistons,Cleveland Cavaliers,89 - 79,,2012-2013
03/12/2012 08:00,New Orleans Hornets,Milwaukee Bucks,102 - 81,,2012-2013
03/12/2012 09:00,Denver Nuggets,Toronto Raptors,113 - 110,,2012-2013
03/12/2012 09:00,Utah Jazz,Los Angeles Clippers,104 - 105,,2012-2013
03/12/2012 10:30,Golden State Warriors,Orlando Magic,94 - 102,,2012-2013
04/12/2012 07:00,Philadelphia 76ers,Minnesota Timberwolves,88 - 105,,2012-2013
04/12/2012 07:00,Washington Wizards,Miami Heat,105 - 101,,2012-2013
04/12/2012 07:30,Brooklyn Nets,Oklahoma City Thunder,111 - 117,,2012-2013
04/12/2012 08:00,Chicago Bulls,Indiana Pacers,76 - 80,,2012-2013
04/12/2012 08:00,Houston Rockets,Los Angeles Lakers,107 - 105,,2012-2013
04/12/2012 08:00,Memphis Grizzlies,Phoenix Suns,108 - 98,OT,2012-2013
05/12/2012 07:00,Charlotte Bobcats,New York Knicks,98 - 100,,2012-2013
05/12/2012 07:00,Indiana Pacers,Portland Trail Blazers,99 - 92,,2012-2013
05/12/2012 07:30,Boston Celtics,Minnesota Timberwolves,104 - 94,,2012-2013
05/12/2012 07:30,Detroit Pistons,Golden State Warriors,97 - 104,,2012-2013
05/12/2012 08:00,Atlanta Hawks,Denver Nuggets,108 - 104,,2012-2013
05/12/2012 08:00,Cleveland Cavaliers,Chicago Bulls,85 - 95,,2012-2013
05/12/2012 08:00,New Orleans Hornets,Los Angeles Lakers,87 - 103,,2012-2013
05/12/2012 08:30,San Antonio Spurs,Milwaukee Bucks,110 - 99,,2012-2013
05/12/2012 09:00,Utah Jazz,Orlando Magic,87 - 81,,2012-2013
05/12/2012 10:00,Sacramento Kings,Toronto Raptors,107 - 100,,2012-2013
05/12/2012 10:30,Los Angeles Clippers,Dallas Mavericks,112 - 90,,2012-2013
06/12/2012 08:00,Miami Heat,New York Knicks,92 - 112,,2012-2013
06/12/2012 10:30,Phoenix Suns,Dallas Mavericks,94 - 97,,2012-2013
07/12/2012 07:00,Indiana Pacers,Denver Nuggets,89 - 92,,2012-2013
07/12/2012 07:00,Philadelphia 76ers,Boston Celtics,95 - 94,OT,2012-2013
07/12/2012 07:30,Atlanta Hawks,Washington Wizards,104 - 95,,2012-2013
07/12/2012 07:30,Brooklyn Nets,Golden State Warriors,102 - 109,,2012-2013
07/12/2012 07:30,Detroit Pistons,Chicago Bulls,104 - 108,,2012-2013
07/12/2012 08:00,Minnesota Timberwolves,Cleveland Cavaliers,91 - 73,,2012-2013
07/12/2012 08:00,New Orleans Hornets,Memphis Grizzlies,89 - 96,,2012-2013
07/12/2012 08:30,Milwaukee Bucks,Charlotte Bobcats,108 - 93,,2012-2013
07/12/2012 08:30,San Antonio Spurs,Houston Rockets,114 - 92,,2012-2013
07/12/2012 09:00,Utah Jazz,Toronto Raptors,131 - 99,,2012-2013
07/12/2012 09:30,Oklahoma City Thunder,Los Angeles Lakers,114 - 108,,2012-2013
07/12/2012 10:00,Sacramento Kings,Orlando Magic,91 - 82,,2012-2013
08/12/2012 03:30,Los Angeles Clippers,Phoenix Suns,117 - 99,,2012-2013
08/12/2012 07:00,Charlotte Bobcats,San Antonio Spurs,102 - 132,,2012-2013
08/12/2012 07:00,Washington Wizards,Golden State Warriors,97 - 101,,2012-2013
08/12/2012 07:30,Boston Celtics,Philadelphia 76ers,92 - 79,,2012-2013
08/12/2012 07:30,Cleveland Cavaliers,Detroit Pistons,97 - 104,,2012-2013
08/12/2012 07:30,Miami Heat,New Orleans Hornets,106 - 90,,2012-2013
08/12/2012 08:00,Chicago Bulls,New York Knicks,93 - 85,,2012-2013
08/12/2012 08:00,Houston Rockets,Dallas Mavericks,109 - 116,,2012-2013
08/12/2012 08:00,Memphis Grizzlies,Atlanta Hawks,83 - 93,,2012-2013
08/12/2012 10:00,Portland Trail Blazers,Sacramento Kings,80 - 99,,2012-2013
09/12/2012 03:30,Los Angeles Clippers,Toronto Raptors,102 - 83,,2012-2013
09/12/2012 06:00,Brooklyn Nets,Milwaukee Bucks,88 - 97,,2012-2013
09/12/2012 07:00,Oklahoma City Thunder,Indiana Pacers,104 - 93,,2012-2013
09/12/2012 07:30,New York Knicks,Denver Nuggets,112 - 106,,2012-2013
09/12/2012 08:00,Phoenix Suns,Orlando Magic,90 - 98,,2012-2013
09/12/2012 09:30,Los Angeles Lakers,Utah Jazz,110 - 117,,2012-2013
10/12/2012 07:00,Charlotte Bobcats,Golden State Warriors,96 - 104,,2012-2013
10/12/2012 07:00,Philadelphia 76ers,Detroit Pistons,104 - 97,,2012-2013
10/12/2012 07:30,Miami Heat,Atlanta Hawks,101 - 92,,2012-2013
10/12/2012 08:00,Houston Rockets,San Antonio Spurs,126 - 134,OT,2012-2013
10/12/2012 08:30,Dallas Mavericks,Sacramento Kings,119 - 96,,2012-2013
10/12/2012 10:00,Portland Trail Blazers,Toronto Raptors,92 - 74,,2012-2013
11/12/2012 07:00,Brooklyn Nets,New York Knicks,97 - 100,,2012-2013
11/12/2012 07:00,Cleveland Cavaliers,Los Angeles Lakers,100 - 94,,2012-2013
11/12/2012 07:30,Detroit Pistons,Denver Nuggets,94 - 101,,2012-2013
11/12/2012 08:00,New Orleans Hornets,Washington Wizards,70 - 77,,2012-2013
11/12/2012 09:30,Chicago Bulls,Los Angeles Clippers,89 - 94,,2012-2013
12/12/2012 07:00,Indiana Pacers,Cleveland Cavaliers,96 - 81,,2012-2013
12/12/2012 07:00,Orlando Magic,Atlanta Hawks,80 - 86,,2012-2013
12/12/2012 07:00,Toronto Raptors,Brooklyn Nets,88 - 94,,2012-2013
12/12/2012 07:30,Charlotte Bobcats,Los Angeles Clippers,94 - 100,,2012-2013
12/12/2012 07:30,Miami Heat,Golden State Warriors,95 - 97,,2012-2013
12/12/2012 07:30,Philadelphia 76ers,Chicago Bulls,89 - 96,,2012-2013
12/12/2012 08:00,Boston Celtics,Dallas Mavericks,117 - 115,2OT,2012-2013
12/12/2012 08:00,Houston Rockets,Washington Wizards,99 - 93,,2012-2013
12/12/2012 08:00,Milwaukee Bucks,Sacramento Kings,98 - 85,,2012-2013
12/12/2012 08:00,Minnesota Timberwolves,Denver Nuggets,108 - 105,,2012-2013
12/12/2012 08:00,Oklahoma City Thunder,New Orleans Hornets,92 - 88,,2012-2013
12/12/2012 09:00,Phoenix Suns,Memphis Grizzlies,82 - 80,,2012-2013
12/12/2012 10:30,Utah Jazz,San Antonio Spurs,99 - 96,,2012-2013
