Date,Home Team,Away Team,Result,Overtime,Season
01/11/2014 09:00,Utah Jazz,Phoenix Suns,118 - 91,,2014-2015
01/11/2014 10:30,Golden State Warriors,Los Angeles Lakers,127 - 104,,2014-2015
02/11/2014 03:30,Los Angeles Clippers,Sacramento Kings,92 - 98,,2014-2015
02/11/2014 06:00,Miami Heat,Toronto Raptors,107 - 102,,2014-2015
02/11/2014 07:30,New York Knicks,Charlotte Hornets,96 - 93,,2014-2015
02/11/2014 09:00,Portland Trail Blazers,Golden State Warriors,90 - 95,,2014-2015
03/11/2014 07:00,Philadelphia 76ers,Houston Rockets,93 - 104,,2014-2015
03/11/2014 07:30,Brooklyn Nets,Oklahoma City Thunder,116 - 85,,2014-2015
03/11/2014 08:00,Memphis Grizzlies,New Orleans Pelicans,93 - 81,,2014-2015
03/11/2014 08:30,Dallas Mavericks,Boston Celtics,118 - 113,,2014-2015
03/11/2014 09:00,Denver Nuggets,Sacramento Kings,105 - 110,,2014-2015
03/11/2014 10:30,Los Angeles Clippers,Utah Jazz,107 - 101,,2014-2015
04/11/2014 07:00,Indiana Pacers,Milwaukee Bucks,81 - 87,,2014-2015
04/11/2014 07:30,Miami Heat,Houston Rockets,91 - 108,,2014-2015
04/11/2014 07:30,New York Knicks,Washington Wizards,83 - 98,,2014-2015
04/11/2014 07:30,Toronto Raptors,Oklahoma City Thunder,100 - 88,,2014-2015
04/11/2014 08:00,Chicago Bulls,Orlando Magic,98 - 90,,2014-2015
04/11/2014 08:00,New Orleans Pelicans,Charlotte Hornets,100 - 91,,2014-2015
04/11/2014 10:00,Portland Trail Blazers,Cleveland Cavaliers,101 - 82,,2014-2015
04/11/2014 10:30,Los Angeles Lakers,Phoenix Suns,106 - 112,,2014-2015
05/11/2014 07:00,Charlotte Hornets,Miami Heat,96 - 89,,2014-2015
05/11/2014 07:00,Philadelphia 76ers,Orlando Magic,89 - 91,,2014-2015
05/11/2014 07:30,Boston Celtics,Toronto Raptors,107 - 110,,2014-2015
05/11/2014 07:30,Brooklyn Nets,Minnesota Timberwolves,91 - 98,,2014-2015
05/11/2014 07:30,Detroit Pistons,New York Knicks,98 - 95,,2014-2015
05/11/2014 08:00,Milwaukee Bucks,Chicago Bulls,86 - 95,,2014-2015
05/11/2014 08:00,Washington Wizards,Indiana Pacers,96 - 94,OT,2014-2015
05/11/2014 08:30,San Antonio Spurs,Atlanta Hawks,94 - 92,,2014-2015
05/11/2014 09:00,Phoenix Suns,Memphis Grizzlies,91 - 102,,2014-2015
05/11/2014 09:00,Utah Jazz,Cleveland Cavaliers,102 - 100,,2014-2015
05/11/2014 10:00,Sacramento Kings,Denver Nuggets,131 - 109,,2014-2015
05/11/2014 10:30,Golden State Warriors,Los Angeles Clippers,121 - 104,,2014-2015
06/11/2014 08:00,Houston Rockets,San Antonio Spurs,98 - 81,,2014-2015
06/11/2014 10:30,Portland Trail Blazers,Dallas Mavericks,108 - 87,,2014-2015
07/11/2014 07:00,Charlotte Hornets,Atlanta Hawks,122 - 119,2OT,2014-2015
07/11/2014 07:00,Orlando Magic,Minnesota Timberwolves,112 - 103,OT,2014-2015
07/11/2014 07:00,Philadelphia 76ers,Chicago Bulls,115 - 118,,2014-2015
07/11/2014 07:30,Boston Celtics,Indiana Pacers,101 - 98,,2014-2015
07/11/2014 07:30,Brooklyn Nets,New York Knicks,110 - 99,,2014-2015
07/11/2014 07:30,Detroit Pistons,Milwaukee Bucks,98 - 95,,2014-2015
07/11/2014 07:30,Toronto Raptors,Washington Wizards,103 - 84,,2014-2015
07/11/2014 08:00,Oklahoma City Thunder,Memphis Grizzlies,89 - 91,,2014-2015
07/11/2014 09:00,Phoenix Suns,Sacramento Kings,112 - 114,2OT,2014-2015
07/11/2014 09:00,Utah Jazz,Dallas Mavericks,82 - 105,,2014-2015
07/11/2014 10:30,Denver Nuggets,Cleveland Cavaliers,101 - 110,,2014-2015
08/11/2014 03:30,Los Angeles Clippers,Portland Trail Blazers,106 - 102,,2014-2015
08/11/2014 07:00,Indiana Pacers,Washington Wizards,90 - 97,,2014-2015
08/11/2014 07:30,Atlanta Hawks,New York Knicks,103 - 96,,2014-2015
08/11/2014 07:30,Miami Heat,Minnesota Timberwolves,102 - 92,,2014-2015
08/11/2014 08:00,Chicago Bulls,Boston Celtics,101 - 106,,2014-2015
08/11/2014 08:00,Houston Rockets,Golden State Warriors,87 - 98,,2014-2015
08/11/2014 08:30,Milwaukee Bucks,Memphis Grizzlies,93 - 92,,2014-2015
08/11/2014 08:30,San Antonio Spurs,New Orleans Pelicans,99 - 100,,2014-2015
09/11/2014 03:30,Brooklyn Nets,Orlando Magic,104 - 96,,2014-2015
09/11/2014 06:00,Detroit Pistons,Utah Jazz,96 - 97,,2014-2015
09/11/2014 07:00,Oklahoma City Thunder,Sacramento Kings,101 - 93,,2014-2015
09/11/2014 07:00,Toronto Raptors,Philadelphia 76ers,120 - 88,,2014-2015
09/11/2014 07:30,Dallas Mavericks,Miami Heat,96 - 105,,2014-2015
09/11/2014 08:00,Phoenix Suns,Golden State Warriors,107 - 95,,2014-2015
09/11/2014 09:00,Portland Trail Blazers,Denver Nuggets,116 - 100,,2014-2015
09/11/2014 09:30,Los Angeles Lakers,Charlotte Hornets,107 - 92,,2014-2015
10/11/2014 07:00,Cleveland Cavaliers,New Orleans Pelicans,118 - 111,,2014-2015
10/11/2014 07:00,Indiana Pacers,Utah Jazz,97 - 86,,2014-2015
10/11/2014 07:30,New York Knicks,Atlanta Hawks,85 - 91,,2014-2015
10/11/2014 08:00,Chicago Bulls,Detroit Pistons,102 - 91,,2014-2015
10/11/2014 10:30,Los Angeles Clippers,San Antonio Spurs,85 - 89,,2014-2015
11/11/2014 07:30,Toronto Raptors,Orlando Magic,104 - 100,,2014-2015
11/11/2014 08:00,Memphis Grizzlies,Los Angeles Lakers,107 - 102,,2014-2015
11/11/2014 08:00,Milwaukee Bucks,Oklahoma City Thunder,85 - 78,,2014-2015
11/11/2014 08:30,Dallas Mavericks,Sacramento Kings,106 - 98,,2014-2015
11/11/2014 10:00,Portland Trail Blazers,Charlotte Hornets,102 - 100,,2014-2015
11/11/2014 10:30,Golden State Warriors,San Antonio Spurs,100 - 113,,2014-2015
12/11/2014 07:00,Washington Wizards,Detroit Pistons,107 - 103,,2014-2015
12/11/2014 07:30,Atlanta Hawks,Utah Jazz,100 - 97,,2014-2015
12/11/2014 07:30,Boston Celtics,Oklahoma City Thunder,94 - 109,,2014-2015
12/11/2014 07:30,Miami Heat,Indiana Pacers,75 - 81,,2014-2015
12/11/2014 07:30,New York Knicks,Orlando Magic,95 - 97,,2014-2015
12/11/2014 08:00,New Orleans Pelicans,Los Angeles Lakers,109 - 102,,2014-2015
12/11/2014 09:00,Denver Nuggets,Portland Trail Blazers,113 - 130,,2014-2015
12/11/2014 09:00,Phoenix Suns,Brooklyn Nets,112 - 104,,2014-2015
12/11/2014 10:00,Minnesota Timberwolves,Houston Rockets,101 - 113,,2014-2015
13/11/2014 08:00,Memphis Grizzlies,Sacramento Kings,111 - 110,,2014-2015
13/11/2014 08:00,Toronto Raptors,Chicago Bulls,93 - 100,,2014-2015
13/11/2014 08:30,Dallas Mavericks,Philadelphia 76ers,123 - 70,,2014-2015
13/11/2014 10:30,Golden State Warriors,Brooklyn Nets,107 - 99,,2014-2015
14/11/2014 07:00,Indiana Pacers,Denver Nuggets,87 - 108,,2014-2015
14/11/2014 07:00,Orlando Magic,Milwaukee Bucks,101 - 85,,2014-2015
14/11/2014 07:30,Atlanta Hawks,Miami Heat,114 - 103,,2014-2015
14/11/2014 07:30,Boston Celtics,Cleveland Cavaliers,121 - 122,,2014-2015
14/11/2014 07:30,New York Knicks,Utah Jazz,100 - 102,,2014-2015
14/11/2014 08:00,Houston Rockets,Philadelphia 76ers,88 - 87,,2014-2015
14/11/2014 08:00,New Orleans Pelicans,Minnesota Timberwolves,139 - 91,,2014-2015
14/11/2014 08:00,Oklahoma City Thunder,Detroit Pistons,89 - 96,OT,2014-2015
14/11/2014 09:00,Phoenix Suns,Charlotte Hornets,95 - 103,,2014-2015
14/11/2014 10:00,Los Angeles Lakers,San Antonio Spurs,80 - 93,,2014-2015
15/11/2014 07:00,Washington Wizards,Orlando Magic,98 - 93,,2014-2015
15/11/2014 07:30,Cleveland Cavaliers,Atlanta Hawks,127 - 94,,2014-2015
15/11/2014 07:30,Toronto Raptors,Utah Jazz,111 - 93,,2014-2015
15/11/2014 08:00,Chicago Bulls,Indiana Pacers,90 - 99,,2014-2015
15/11/2014 08:00,Memphis Grizzlies,Detroit Pistons,95 - 88,,2014-2015
15/11/2014 08:30,Dallas Mavericks,Minnesota Timberwolves,131 - 117,,2014-2015
15/11/2014 10:00,Portland Trail Blazers,Brooklyn Nets,97 - 87,,2014-2015
15/11/2014 10:00,Sacramento Kings,San Antonio Spurs,94 - 91,,2014-2015
15/11/2014 10:30,Golden State Warriors,Charlotte Hornets,112 - 87,,2014-2015
15/11/2014 10:30,Los Angeles Clippers,Phoenix Suns,120 - 107,,2014-2015
16/11/2014 01:00,New York Knicks,Denver Nuggets,109 - 93,,2014-2015
16/11/2014 06:00,Miami Heat,Milwaukee Bucks,84 - 91,,2014-2015
16/11/2014 07:00,Oklahoma City Thunder,Houston Rockets,65 - 69,,2014-2015
16/11/2014 09:30,Los Angeles Lakers,Golden State Warriors,115 - 136,,2014-2015
17/11/2014 07:00,Charlotte Hornets,Dallas Mavericks,80 - 107,,2014-2015
17/11/2014 07:00,Cleveland Cavaliers,Denver Nuggets,97 - 106,,2014-2015
17/11/2014 07:30,Boston Celtics,Phoenix Suns,114 - 118,,2014-2015
17/11/2014 07:30,Brooklyn Nets,Miami Heat,83 - 95,,2014-2015
17/11/2014 07:30,Detroit Pistons,Orlando Magic,93 - 107,,2014-2015
17/11/2014 08:00,Memphis Grizzlies,Houston Rockets,119 - 93,,2014-2015
17/11/2014 08:30,San Antonio Spurs,Philadelphia 76ers,100 - 75,,2014-2015
17/11/2014 10:00,Portland Trail Blazers,New Orleans Pelicans,102 - 93,,2014-2015
17/11/2014 10:30,Los Angeles Clippers,Chicago Bulls,89 - 105,,2014-2015
18/11/2014 07:30,Atlanta Hawks,Los Angeles Lakers,109 - 114,,2014-2015
18/11/2014 08:00,Milwaukee Bucks,New York Knicks,117 - 113,,2014-2015
18/11/2014 09:00,Utah Jazz,Oklahoma City Thunder,98 - 81,,2014-2015
18/11/2014 10:00,Sacramento Kings,New Orleans Pelicans,100 - 106,,2014-2015
19/11/2014 07:00,Cleveland Cavaliers,San Antonio Spurs,90 - 92,,2014-2015
19/11/2014 07:00,Indiana Pacers,Charlotte Hornets,88 - 86,,2014-2015
19/11/2014 07:00,Orlando Magic,Los Angeles Clippers,90 - 114,,2014-2015
19/11/2014 07:00,Philadelphia 76ers,Boston Celtics,90 - 101,,2014-2015
19/11/2014 07:00,Washington Wizards,Dallas Mavericks,102 - 105,,2014-2015
19/11/2014 07:30,Brooklyn Nets,Milwaukee Bucks,118 - 122,3OT,2014-2015
19/11/2014 07:30,Detroit Pistons,Phoenix Suns,86 - 88,,2014-2015
19/11/2014 07:30,Toronto Raptors,Memphis Grizzlies,96 - 92,,2014-2015
19/11/2014 08:00,Minnesota Timberwolves,New York Knicks,115 - 99,,2014-2015
19/11/2014 09:00,Denver Nuggets,Oklahoma City Thunder,107 - 100,,2014-2015
19/11/2014 09:30,Houston Rockets,Los Angeles Lakers,92 - 98,,2014-2015
20/11/2014 08:00,Miami Heat,Los Angeles Clippers,93 - 110,,2014-2015
20/11/2014 10:30,Sacramento Kings,Chicago Bulls,103 - 88,,2014-2015
21/11/2014 07:00,Charlotte Hornets,Orlando Magic,100 - 105,,2014-2015
21/11/2014 07:00,Philadelphia 76ers,Phoenix Suns,96 - 122,,2014-2015
21/11/2014 07:30,Atlanta Hawks,Detroit Pistons,99 - 89,,2014-2015
21/11/2014 07:30,Toronto Raptors,Milwaukee Bucks,124 - 82,,2014-2015
21/11/2014 08:00,Memphis Grizzlies,Boston Celtics,117 - 100,,2014-2015
21/11/2014 08:00,Minnesota Timberwolves,San Antonio Spurs,92 - 121,,2014-2015
21/11/2014 08:00,Oklahoma City Thunder,Brooklyn Nets,92 - 94,,2014-2015
21/11/2014 08:00,Washington Wizards,Cleveland Cavaliers,91 - 78,,2014-2015
21/11/2014 08:30,Dallas Mavericks,Los Angeles Lakers,140 - 106,,2014-2015
21/11/2014 09:00,Denver Nuggets,New Orleans Pelicans,117 - 97,,2014-2015
21/11/2014 10:30,Golden State Warriors,Utah Jazz,101 - 88,,2014-2015
21/11/2014 10:30,Portland Trail Blazers,Chicago Bulls,105 - 87,,2014-2015
22/11/2014 07:00,Indiana Pacers,Phoenix Suns,83 - 106,,2014-2015
22/11/2014 07:00,Orlando Magic,Miami Heat,92 - 99,,2014-2015
22/11/2014 07:30,Cleveland Cavaliers,Toronto Raptors,93 - 110,,2014-2015
22/11/2014 07:30,New York Knicks,Philadelphia 76ers,91 - 83,,2014-2015
22/11/2014 08:00,Houston Rockets,Dallas Mavericks,95 - 92,,2014-2015
22/11/2014 08:00,Minnesota Timberwolves,Sacramento Kings,101 - 113,,2014-2015
22/11/2014 08:30,Milwaukee Bucks,Washington Wizards,100 - 111,,2014-2015
22/11/2014 08:30,San Antonio Spurs,Brooklyn Nets,99 - 87,,2014-2015
22/11/2014 09:00,Utah Jazz,New Orleans Pelicans,94 - 106,,2014-2015
23/11/2014 06:00,Boston Celtics,Portland Trail Blazers,88 - 94,,2014-2015
23/11/2014 06:00,Memphis Grizzlies,Los Angeles Clippers,107 - 91,,2014-2015
23/11/2014 06:00,Miami Heat,Charlotte Hornets,94 - 93,,2014-2015
23/11/2014 07:00,Oklahoma City Thunder,Golden State Warriors,86 - 91,,2014-2015
23/11/2014 09:30,Los Angeles Lakers,Denver Nuggets,94 - 101,OT,2014-2015
24/11/2014 07:00,Charlotte Hornets,Los Angeles Clippers,92 - 113,,2014-2015
24/11/2014 07:00,Cleveland Cavaliers,Orlando Magic,106 - 74,,2014-2015
24/11/2014 07:00,Philadelphia 76ers,Portland Trail Blazers,104 - 114,,2014-2015
24/11/2014 07:30,Toronto Raptors,Phoenix Suns,104 - 100,,2014-2015
24/11/2014 08:00,Houston Rockets,New York Knicks,91 - 86,,2014-2015
24/11/2014 08:30,Dallas Mavericks,Indiana Pacers,100 - 111,,2014-2015
24/11/2014 09:00,Utah Jazz,Chicago Bulls,95 - 97,,2014-2015
25/11/2014 07:00,Washington Wizards,Atlanta Hawks,102 - 106,,2014-2015
25/11/2014 07:30,Miami Heat,Golden State Warriors,97 - 114,,2014-2015
25/11/2014 08:00,Milwaukee Bucks,Detroit Pistons,98 - 86,,2014-2015
25/11/2014 08:00,New Orleans Pelicans,Sacramento Kings,89 - 99,,2014-2015
25/11/2014 09:00,Denver Nuggets,Chicago Bulls,114 - 109,,2014-2015
26/11/2014 07:00,Charlotte Hornets,Portland Trail Blazers,97 - 105,,2014-2015
26/11/2014 07:00,Cleveland Cavaliers,Washington Wizards,113 - 87,,2014-2015
26/11/2014 07:00,Orlando Magic,Golden State Warriors,96 - 111,,2014-2015
26/11/2014 07:00,Philadelphia 76ers,Brooklyn Nets,91 - 99,,2014-2015
26/11/2014 07:30,Atlanta Hawks,Toronto Raptors,115 - 126,,2014-2015
26/11/2014 07:30,Dallas Mavericks,New York Knicks,109 - 102,OT,2014-2015
26/11/2014 07:30,Detroit Pistons,Los Angeles Clippers,98 - 104,,2014-2015
26/11/2014 08:00,Houston Rockets,Sacramento Kings,102 - 89,,2014-2015
26/11/2014 08:00,Minnesota Timberwolves,Milwaukee Bucks,86 - 103,,2014-2015
26/11/2014 08:00,Oklahoma City Thunder,Utah Jazz,97 - 82,,2014-2015
26/11/2014 08:30,San Antonio Spurs,Indiana Pacers,106 - 100,,2014-2015
26/11/2014 09:00,Phoenix Suns,Denver Nuggets,120 - 112,,2014-2015
26/11/2014 10:30,Los Angeles Lakers,Memphis Grizzlies,93 - 99,,2014-2015
28/11/2014 01:00,Boston Celtics,Chicago Bulls,102 - 109,,2014-2015
28/11/2014 07:00,Charlotte Hornets,Golden State Warriors,101 - 106,,2014-2015
28/11/2014 07:30,Atlanta Hawks,New Orleans Pelicans,100 - 91,,2014-2015
28/11/2014 07:30,Detroit Pistons,Milwaukee Bucks,88 - 104,,2014-2015
28/11/2014 07:30,Toronto Raptors,Dallas Mavericks,102 - 106,,2014-2015
28/11/2014 08:00,Houston Rockets,Los Angeles Clippers,85 - 102,,2014-2015
28/11/2014 08:00,Indiana Pacers,Orlando Magic,98 - 83,,2014-2015
28/11/2014 08:00,Oklahoma City Thunder,New York Knicks,105 - 78,,2014-2015
28/11/2014 08:30,San Antonio Spurs,Sacramento Kings,112 - 104,,2014-2015
28/11/2014 09:00,Denver Nuggets,Phoenix Suns,122 - 97,,2014-2015
28/11/2014 10:00,Portland Trail Blazers,Memphis Grizzlies,99 - 112,,2014-2015
28/11/2014 10:30,Los Angeles Lakers,Minnesota Timberwolves,119 - 120,,2014-2015
29/11/2014 07:00,Philadelphia 76ers,Dallas Mavericks,103 - 110,,2014-2015
29/11/2014 07:00,Washington Wizards,New Orleans Pelicans,83 - 80,,2014-2015
29/11/2014 07:30,Atlanta Hawks,Charlotte Hornets,105 - 75,,2014-2015
29/11/2014 07:30,Cleveland Cavaliers,Indiana Pacers,109 - 97,,2014-2015
29/11/2014 09:00,Milwaukee Bucks,Houston Rockets,103 - 117,,2014-2015
29/11/2014 09:00,Utah Jazz,Los Angeles Clippers,96 - 112,,2014-2015
30/11/2014 01:00,Boston Celtics,San Antonio Spurs,89 - 111,,2014-2015
30/11/2014 03:00,Brooklyn Nets,Chicago Bulls,84 - 102,,2014-2015
30/11/2014 03:30,Detroit Pistons,Golden State Warriors,93 - 104,,2014-2015
30/11/2014 06:00,Sacramento Kings,Memphis Grizzlies,85 - 97,,2014-2015
30/11/2014 07:30,New York Knicks,Miami Heat,79 - 86,,2014-2015
30/11/2014 08:00,Phoenix Suns,Orlando Magic,90 - 93,,2014-2015
30/11/2014 09:00,Portland Trail Blazers,Minnesota Timberwolves,107 - 93,,2014-2015
30/11/2014 09:30,Los Angeles Lakers,Toronto Raptors,129 - 122,OT,2014-2015
01/12/2014 07:00,Philadelphia 76ers,San Antonio Spurs,103 - 109,,2014-2015
01/12/2014 07:00,Washington Wizards,Miami Heat,107 - 86,,2014-2015
01/12/2014 09:00,Utah Jazz,Denver Nuggets,101 - 103,,2014-2015
01/12/2014 10:30,Los Angeles Clippers,Minnesota Timberwolves,127 - 101,,2014-2015
02/12/2014 07:00,Cleveland Cavaliers,Milwaukee Bucks,111 - 108,,2014-2015
02/12/2014 07:30,Atlanta Hawks,Boston Celtics,109 - 105,,2014-2015
02/12/2014 07:30,Detroit Pistons,Los Angeles Lakers,96 - 106,,2014-2015
02/12/2014 07:30,New York Knicks,Brooklyn Nets,93 - 98,,2014-2015
02/12/2014 08:00,Chicago Bulls,Dallas Mavericks,129 - 132,2OT,2014-2015
02/12/2014 08:00,New Orleans Pelicans,Oklahoma City Thunder,112 - 104,,2014-2015
02/12/2014 09:00,Denver Nuggets,Portland Trail Blazers,103 - 105,,2014-2015
02/12/2014 09:00,Phoenix Suns,Indiana Pacers,116 - 99,,2014-2015
02/12/2014 10:00,Sacramento Kings,Toronto Raptors,109 - 117,,2014-2015
02/12/2014 10:30,Golden State Warriors,Orlando Magic,98 - 97,,2014-2015
03/12/2014 07:00,Charlotte Hornets,Chicago Bulls,95 - 102,,2014-2015
03/12/2014 07:00,Washington Wizards,Los Angeles Lakers,111 - 95,,2014-2015
03/12/2014 07:30,Boston Celtics,Detroit Pistons,109 - 102,OT,2014-2015
03/12/2014 07:30,Brooklyn Nets,San Antonio Spurs,95 - 93,OT,2014-2015
03/12/2014 07:30,Miami Heat,Atlanta Hawks,102 - 112,,2014-2015
03/12/2014 08:00,Houston Rockets,Memphis Grizzlies,105 - 96,,2014-2015
03/12/2014 08:00,Milwaukee Bucks,Dallas Mavericks,105 - 107,,2014-2015
03/12/2014 08:00,Minnesota Timberwolves,Philadelphia 76ers,77 - 85,,2014-2015
03/12/2014 09:00,Utah Jazz,Toronto Raptors,104 - 123,,2014-2015
03/12/2014 10:30,Los Angeles Clippers,Orlando Magic,114 - 86,,2014-2015
04/12/2014 08:00,New York Knicks,Cleveland Cavaliers,87 - 90,,2014-2015
04/12/2014 10:00,Portland Trail Blazers,Indiana Pacers,88 - 82,,2014-2015
04/12/2014 10:30,Golden State Warriors,New Orleans Pelicans,112 - 85,,2014-2015
05/12/2014 07:00,Charlotte Hornets,New York Knicks,103 - 102,,2014-2015
05/12/2014 07:00,Philadelphia 76ers,Oklahoma City Thunder,91 - 103,,2014-2015
05/12/2014 07:00,Washington Wizards,Denver Nuggets,119 - 89,,2014-2015
05/12/2014 07:30,Boston Celtics,Los Angeles Lakers,113 - 96,,2014-2015
05/12/2014 07:30,Brooklyn Nets,Atlanta Hawks,75 - 98,,2014-2015
05/12/2014 07:30,Toronto Raptors,Cleveland Cavaliers,91 - 105,,2014-2015
05/12/2014 08:00,Memphis Grizzlies,San Antonio Spurs,101 - 107,,2014-2015
05/12/2014 08:00,Minnesota Timberwolves,Houston Rockets,112 - 114,OT,2014-2015
05/12/2014 08:30,Dallas Mavericks,Phoenix Suns,106 - 118,,2014-2015
05/12/2014 08:30,Milwaukee Bucks,Miami Heat,109 - 85,,2014-2015
05/12/2014 09:00,Utah Jazz,Orlando Magic,93 - 98,,2014-2015
05/12/2014 10:00,Sacramento Kings,Indiana Pacers,102 - 101,OT,2014-2015
06/12/2014 07:30,Detroit Pistons,Philadelphia 76ers,101 - 108,OT,2014-2015
06/12/2014 08:00,Chicago Bulls,Golden State Warriors,102 - 112,,2014-2015
06/12/2014 08:00,Houston Rockets,Phoenix Suns,100 - 95,,2014-2015
06/12/2014 08:30,San Antonio Spurs,Minnesota Timberwolves,123 - 101,,2014-2015
06/12/2014 10:00,Sacramento Kings,Orlando Magic,96 - 105,,2014-2015
06/12/2014 10:30,Los Angeles Clippers,New Orleans Pelicans,120 - 100,,2014-2015
07/12/2014 01:00,Boston Celtics,Washington Wizards,101 - 93,,2014-2015
07/12/2014 03:30,Atlanta Hawks,Denver Nuggets,96 - 84,,2014-2015
07/12/2014 06:00,Detroit Pistons,Oklahoma City Thunder,94 - 96,,2014-2015
07/12/2014 06:00,Memphis Grizzlies,Miami Heat,103 - 87,,2014-2015
07/12/2014 07:30,Dallas Mavericks,Milwaukee Bucks,125 - 102,,2014-2015
07/12/2014 07:30,New York Knicks,Portland Trail Blazers,99 - 103,,2014-2015
07/12/2014 09:30,Los Angeles Lakers,New Orleans Pelicans,87 - 104,,2014-2015
08/12/2014 07:00,Indiana Pacers,Atlanta Hawks,92 - 108,,2014-2015
08/12/2014 07:00,Washington Wizards,Boston Celtics,133 - 132,2OT,2014-2015
08/12/2014 07:30,Brooklyn Nets,Cleveland Cavaliers,88 - 110,,2014-2015
08/12/2014 07:30,Toronto Raptors,Denver Nuggets,112 - 107,OT,2014-2015
08/12/2014 08:00,Minnesota Timberwolves,Golden State Warriors,86 - 102,,2014-2015
08/12/2014 10:00,Sacramento Kings,Utah Jazz,101 - 92,,2014-2015
08/12/2014 10:30,Los Angeles Clippers,Phoenix Suns,121 - 120,OT,2014-2015
09/12/2014 07:00,Cleveland Cavaliers,Toronto Raptors,105 - 101,,2014-2015
09/12/2014 07:30,Detroit Pistons,Portland Trail Blazers,86 - 98,,2014-2015
09/12/2014 08:00,Memphis Grizzlies,Dallas Mavericks,114 - 105,,2014-2015
09/12/2014 08:00,New Orleans Pelicans,New York Knicks,104 - 93,,2014-2015
09/12/2014 08:00,Oklahoma City Thunder,Milwaukee Bucks,114 - 101,,2014-2015
09/12/2014 09:00,Phoenix Suns,Miami Heat,97 - 103,,2014-2015
09/12/2014 09:00,Utah Jazz,San Antonio Spurs,100 - 96,,2014-2015
09/12/2014 10:30,Los Angeles Lakers,Sacramento Kings,98 - 95,,2014-2015
10/12/2014 07:00,Charlotte Hornets,Boston Celtics,96 - 87,,2014-2015
10/12/2014 07:00,Indiana Pacers,Los Angeles Clippers,96 - 103,,2014-2015
10/12/2014 07:00,Orlando Magic,Washington Wizards,89 - 91,,2014-2015
10/12/2014 07:30,Atlanta Hawks,Philadelphia 76ers,95 - 79,,2014-2015
10/12/2014 08:00,Chicago Bulls,Brooklyn Nets,105 - 80,,2014-2015
10/12/2014 08:00,Dallas Mavericks,New Orleans Pelicans,112 - 107,,2014-2015
