Date,Home Team,Away Team,Result,Overtime,Season
02/11/2009 10:30,Los Angeles Clippers,Minnesota Timberwolves,93 - 90,,2009-2010
03/11/2009 07:00,Cleveland Cavaliers,Washington Wizards,102 - 90,,2009-2010
03/11/2009 07:00,Indiana Pacers,Denver Nuggets,93 - 111,,2009-2010
03/11/2009 07:00,Philadelphia 76ers,Boston Celtics,74 - 105,,2009-2010
03/11/2009 07:30,Detroit Pistons,Orlando Magic,85 - 80,,2009-2010
03/11/2009 07:30,Miami Heat,Phoenix Suns,96 - 104,,2009-2010
03/11/2009 08:00,Chicago Bulls,Milwaukee Bucks,83 - 81,,2009-2010
03/11/2009 08:00,Oklahoma City Thunder,Los Angeles Lakers,98 - 101,OT,2009-2010
03/11/2009 08:30,Dallas Mavericks,Utah Jazz,96 - 85,,2009-2010
03/11/2009 10:00,Portland Trail Blazers,Atlanta Hawks,91 - 97,,2009-2010
04/11/2009 07:00,Orlando Magic,Phoenix Suns,122 - 100,,2009-2010
04/11/2009 07:00,Toronto Raptors,Detroit Pistons,110 - 99,,2009-2010
04/11/2009 07:00,Washington Wizards,Miami Heat,89 - 93,,2009-2010
04/11/2009 07:30,New Jersey Nets,Denver Nuggets,94 - 122,,2009-2010
04/11/2009 07:30,New York Knicks,Indiana Pacers,89 - 101,,2009-2010
04/11/2009 08:00,Minnesota Timberwolves,Boston Celtics,90 - 92,,2009-2010
04/11/2009 08:30,Houston Rockets,Los Angeles Lakers,102 - 103,OT,2009-2010
04/11/2009 09:30,New Orleans Hornets,Dallas Mavericks,114 - 107,OT,2009-2010
04/11/2009 10:00,Sacramento Kings,Atlanta Hawks,105 - 113,,2009-2010
04/11/2009 10:30,Golden State Warriors,Memphis Grizzlies,113 - 105,,2009-2010
05/11/2009 08:00,Cleveland Cavaliers,Chicago Bulls,85 - 86,,2009-2010
05/11/2009 10:30,Utah Jazz,San Antonio Spurs,113 - 99,,2009-2010
06/11/2009 07:00,Charlotte Bobcats,Atlanta Hawks,103 - 83,,2009-2010
06/11/2009 07:00,Indiana Pacers,Washington Wizards,102 - 86,,2009-2010
06/11/2009 07:00,Orlando Magic,Detroit Pistons,110 - 103,,2009-2010
06/11/2009 07:00,Philadelphia 76ers,New Jersey Nets,97 - 94,,2009-2010
06/11/2009 07:30,Boston Celtics,Phoenix Suns,103 - 110,,2009-2010
06/11/2009 07:30,Miami Heat,Denver Nuggets,96 - 88,,2009-2010
06/11/2009 08:00,Minnesota Timberwolves,Milwaukee Bucks,72 - 87,,2009-2010
06/11/2009 08:00,New Orleans Hornets,Toronto Raptors,90 - 107,,2009-2010
06/11/2009 08:00,New York Knicks,Cleveland Cavaliers,91 - 100,,2009-2010
06/11/2009 08:30,Houston Rockets,Oklahoma City Thunder,105 - 94,,2009-2010
06/11/2009 10:30,Golden State Warriors,Los Angeles Clippers,90 - 118,,2009-2010
06/11/2009 10:30,Los Angeles Lakers,Memphis Grizzlies,114 - 98,,2009-2010
06/11/2009 10:30,Portland Trail Blazers,San Antonio Spurs,96 - 84,,2009-2010
07/11/2009 07:00,Atlanta Hawks,Denver Nuggets,125 - 100,,2009-2010
07/11/2009 07:30,New Jersey Nets,Boston Celtics,76 - 86,,2009-2010
07/11/2009 08:00,Chicago Bulls,Charlotte Bobcats,93 - 90,,2009-2010
07/11/2009 08:30,Dallas Mavericks,Toronto Raptors,129 - 101,,2009-2010
07/11/2009 08:30,Milwaukee Bucks,New York Knicks,102 - 87,,2009-2010
07/11/2009 09:00,Utah Jazz,Sacramento Kings,99 - 104,,2009-2010
07/11/2009 10:30,Los Angeles Clippers,Memphis Grizzlies,113 - 110,,2009-2010
08/11/2009 01:00,Detroit Pistons,Philadelphia 76ers,88 - 81,,2009-2010
08/11/2009 01:00,Washington Wizards,Phoenix Suns,90 - 102,,2009-2010
08/11/2009 07:00,Oklahoma City Thunder,Orlando Magic,102 - 74,,2009-2010
08/11/2009 09:00,Portland Trail Blazers,Minnesota Timberwolves,116 - 93,,2009-2010
08/11/2009 09:00,Sacramento Kings,Golden State Warriors,120 - 107,,2009-2010
08/11/2009 09:30,Los Angeles Lakers,New Orleans Hornets,104 - 88,,2009-2010
09/11/2009 07:00,Philadelphia 76ers,Phoenix Suns,115 - 119,,2009-2010
09/11/2009 07:30,New York Knicks,Utah Jazz,93 - 95,,2009-2010
09/11/2009 08:30,San Antonio Spurs,Toronto Raptors,131 - 124,,2009-2010
09/11/2009 10:30,Golden State Warriors,Minnesota Timberwolves,146 - 105,,2009-2010
09/11/2009 10:30,Los Angeles Clippers,New Orleans Hornets,84 - 112,,2009-2010
10/11/2009 07:00,Charlotte Bobcats,Orlando Magic,81 - 93,,2009-2010
10/11/2009 07:30,Miami Heat,Washington Wizards,90 - 76,,2009-2010
10/11/2009 08:00,Chicago Bulls,Denver Nuggets,89 - 90,,2009-2010
10/11/2009 08:00,Memphis Grizzlies,Portland Trail Blazers,79 - 93,,2009-2010
10/11/2009 08:30,Dallas Mavericks,Houston Rockets,121 - 103,,2009-2010
10/11/2009 10:00,Sacramento Kings,Oklahoma City Thunder,101 - 98,,2009-2010
11/11/2009 07:00,Indiana Pacers,Golden State Warriors,108 - 94,,2009-2010
11/11/2009 07:00,Toronto Raptors,Chicago Bulls,99 - 89,,2009-2010
11/11/2009 07:30,Boston Celtics,Utah Jazz,105 - 86,,2009-2010
11/11/2009 07:30,Detroit Pistons,Charlotte Bobcats,98 - 75,,2009-2010
11/11/2009 07:30,New Jersey Nets,Philadelphia 76ers,79 - 82,,2009-2010
11/11/2009 07:30,New York Knicks,Atlanta Hawks,101 - 114,,2009-2010
11/11/2009 08:00,Milwaukee Bucks,Denver Nuggets,108 - 102,,2009-2010
11/11/2009 08:00,Minnesota Timberwolves,Portland Trail Blazers,84 - 107,,2009-2010
11/11/2009 08:00,Orlando Magic,Cleveland Cavaliers,93 - 102,,2009-2010
11/11/2009 08:30,Houston Rockets,Memphis Grizzlies,104 - 79,,2009-2010
11/11/2009 08:30,San Antonio Spurs,Dallas Mavericks,92 - 83,,2009-2010
11/11/2009 10:30,Los Angeles Clippers,Oklahoma City Thunder,79 - 83,,2009-2010
11/11/2009 10:30,Phoenix Suns,New Orleans Hornets,124 - 104,,2009-2010
12/11/2009 08:00,Miami Heat,Cleveland Cavaliers,104 - 111,,2009-2010
12/11/2009 10:30,Los Angeles Lakers,Phoenix Suns,121 - 102,,2009-2010
13/11/2009 07:00,Orlando Magic,New Jersey Nets,88 - 72,,2009-2010
13/11/2009 07:00,Philadelphia 76ers,Utah Jazz,90 - 112,,2009-2010
13/11/2009 07:30,New York Knicks,Golden State Warriors,107 - 121,,2009-2010
13/11/2009 08:00,Boston Celtics,Atlanta Hawks,86 - 97,,2009-2010
13/11/2009 08:00,Minnesota Timberwolves,Dallas Mavericks,77 - 89,,2009-2010
13/11/2009 08:00,New Orleans Hornets,Portland Trail Blazers,78 - 86,,2009-2010
13/11/2009 10:00,Sacramento Kings,Houston Rockets,109 - 100,,2009-2010
13/11/2009 10:30,Denver Nuggets,Los Angeles Lakers,105 - 79,,2009-2010
13/11/2009 10:30,Los Angeles Clippers,Toronto Raptors,89 - 104,,2009-2010
14/11/2009 07:00,Atlanta Hawks,New Orleans Hornets,121 - 98,,2009-2010
14/11/2009 07:00,Charlotte Bobcats,Portland Trail Blazers,74 - 80,,2009-2010
14/11/2009 07:00,Indiana Pacers,Boston Celtics,113 - 104,,2009-2010
14/11/2009 07:00,Washington Wizards,Detroit Pistons,103 - 106,,2009-2010
14/11/2009 07:30,Cleveland Cavaliers,Utah Jazz,107 - 103,,2009-2010
14/11/2009 07:30,Miami Heat,New Jersey Nets,81 - 80,,2009-2010
14/11/2009 08:00,Chicago Bulls,Philadelphia 76ers,94 - 88,,2009-2010
14/11/2009 08:00,Memphis Grizzlies,Minnesota Timberwolves,97 - 87,,2009-2010
14/11/2009 08:30,Milwaukee Bucks,Golden State Warriors,129 - 125,,2009-2010
14/11/2009 08:30,San Antonio Spurs,Oklahoma City Thunder,98 - 101,,2009-2010
15/11/2009 06:00,Detroit Pistons,Dallas Mavericks,90 - 95,,2009-2010
15/11/2009 07:00,Oklahoma City Thunder,Los Angeles Clippers,93 - 101,,2009-2010
15/11/2009 08:00,Phoenix Suns,Toronto Raptors,101 - 100,,2009-2010
15/11/2009 09:30,Los Angeles Lakers,Houston Rockets,91 - 101,,2009-2010
16/11/2009 07:00,Atlanta Hawks,Portland Trail Blazers,99 - 95,OT,2009-2010
16/11/2009 07:00,Orlando Magic,Charlotte Bobcats,97 - 91,,2009-2010
16/11/2009 08:00,Milwaukee Bucks,Dallas Mavericks,113 - 115,OT,2009-2010
17/11/2009 07:00,Cleveland Cavaliers,Golden State Warriors,114 - 108,,2009-2010
17/11/2009 07:30,Miami Heat,Oklahoma City Thunder,87 - 100,,2009-2010
17/11/2009 07:30,New Jersey Nets,Indiana Pacers,83 - 91,,2009-2010
17/11/2009 08:00,New Orleans Hornets,Los Angeles Clippers,110 - 102,,2009-2010
17/11/2009 08:30,Houston Rockets,Phoenix Suns,105 - 111,,2009-2010
17/11/2009 09:00,Denver Nuggets,Toronto Raptors,130 - 112,,2009-2010
17/11/2009 10:00,Sacramento Kings,Chicago Bulls,87 - 101,,2009-2010
17/11/2009 10:30,Los Angeles Lakers,Detroit Pistons,106 - 93,,2009-2010
18/11/2009 07:00,Atlanta Hawks,Miami Heat,105 - 90,,2009-2010
18/11/2009 07:00,Indiana Pacers,New York Knicks,103 - 110,,2009-2010
18/11/2009 07:00,Orlando Magic,Oklahoma City Thunder,108 - 94,,2009-2010
18/11/2009 07:00,Philadelphia 76ers,Charlotte Bobcats,86 - 84,,2009-2010
18/11/2009 07:00,Washington Wizards,Cleveland Cavaliers,108 - 91,,2009-2010
18/11/2009 07:30,Boston Celtics,Golden State Warriors,109 - 95,,2009-2010
18/11/2009 08:00,Memphis Grizzlies,Los Angeles Clippers,106 - 91,,2009-2010
18/11/2009 08:00,Milwaukee Bucks,New Jersey Nets,99 - 85,,2009-2010
18/11/2009 08:00,Minnesota Timberwolves,Houston Rockets,84 - 97,,2009-2010
18/11/2009 09:00,Utah Jazz,Toronto Raptors,104 - 91,,2009-2010
18/11/2009 09:30,Dallas Mavericks,San Antonio Spurs,99 - 94,OT,2009-2010
18/11/2009 10:00,Portland Trail Blazers,Detroit Pistons,87 - 81,,2009-2010
19/11/2009 08:00,New Orleans Hornets,Phoenix Suns,110 - 103,,2009-2010
19/11/2009 08:30,San Antonio Spurs,Utah Jazz,83 - 90,,2009-2010
19/11/2009 10:30,Los Angeles Lakers,Chicago Bulls,108 - 93,,2009-2010
20/11/2009 07:00,Indiana Pacers,Cleveland Cavaliers,95 - 105,,2009-2010
20/11/2009 07:00,Philadelphia 76ers,Memphis Grizzlies,97 - 102,,2009-2010
20/11/2009 07:00,Toronto Raptors,Miami Heat,120 - 113,,2009-2010
20/11/2009 07:30,Atlanta Hawks,Houston Rockets,105 - 103,,2009-2010
20/11/2009 08:00,Boston Celtics,Orlando Magic,78 - 83,,2009-2010
20/11/2009 08:00,Oklahoma City Thunder,Washington Wizards,127 - 108,,2009-2010
20/11/2009 08:30,Dallas Mavericks,Sacramento Kings,104 - 102,,2009-2010
20/11/2009 08:30,Milwaukee Bucks,Charlotte Bobcats,95 - 88,,2009-2010
20/11/2009 10:30,Golden State Warriors,Portland Trail Blazers,108 - 94,,2009-2010
20/11/2009 10:30,Los Angeles Clippers,Denver Nuggets,106 - 99,,2009-2010
21/11/2009 01:00,New Jersey Nets,New York Knicks,91 - 98,,2009-2010
21/11/2009 07:30,Cleveland Cavaliers,Philadelphia 76ers,97 - 91,,2009-2010
21/11/2009 08:00,Memphis Grizzlies,Milwaukee Bucks,98 - 103,,2009-2010
21/11/2009 08:00,New Orleans Hornets,Atlanta Hawks,96 - 88,,2009-2010
21/11/2009 08:30,Houston Rockets,Sacramento Kings,113 - 106,,2009-2010
21/11/2009 08:30,San Antonio Spurs,Washington Wizards,106 - 84,,2009-2010
21/11/2009 09:00,Denver Nuggets,Chicago Bulls,112 - 93,,2009-2010
21/11/2009 09:00,Utah Jazz,Detroit Pistons,100 - 97,OT,2009-2010
21/11/2009 10:00,Portland Trail Blazers,Minnesota Timberwolves,106 - 78,,2009-2010
22/11/2009 12:30,Toronto Raptors,Orlando Magic,96 - 104,,2009-2010
22/11/2009 01:00,New York Knicks,Boston Celtics,105 - 107,OT,2009-2010
22/11/2009 05:00,Charlotte Bobcats,Indiana Pacers,104 - 88,,2009-2010
22/11/2009 06:00,Miami Heat,New Orleans Hornets,102 - 101,,2009-2010
22/11/2009 08:00,Phoenix Suns,Detroit Pistons,117 - 91,,2009-2010
22/11/2009 09:30,Los Angeles Lakers,Oklahoma City Thunder,101 - 85,,2009-2010
23/11/2009 08:00,Memphis Grizzlies,Sacramento Kings,116 - 105,,2009-2010
23/11/2009 08:30,San Antonio Spurs,Milwaukee Bucks,112 - 98,,2009-2010
23/11/2009 10:00,Portland Trail Blazers,Chicago Bulls,122 - 98,,2009-2010
23/11/2009 10:30,Los Angeles Clippers,Minnesota Timberwolves,91 - 87,,2009-2010
24/11/2009 07:00,Toronto Raptors,Indiana Pacers,123 - 112,,2009-2010
24/11/2009 07:00,Washington Wizards,Philadelphia 76ers,108 - 107,,2009-2010
24/11/2009 08:30,Dallas Mavericks,Golden State Warriors,103 - 111,,2009-2010
24/11/2009 09:00,Denver Nuggets,New Jersey Nets,101 - 87,,2009-2010
24/11/2009 09:00,Utah Jazz,Oklahoma City Thunder,94 - 104,,2009-2010
24/11/2009 10:30,Los Angeles Lakers,New York Knicks,100 - 90,,2009-2010
25/11/2009 07:00,Charlotte Bobcats,Toronto Raptors,116 - 81,,2009-2010
25/11/2009 07:00,Indiana Pacers,Los Angeles Clippers,86 - 73,,2009-2010
25/11/2009 07:30,Boston Celtics,Philadelphia 76ers,113 - 110,,2009-2010
25/11/2009 07:30,Orlando Magic,Miami Heat,98 - 99,,2009-2010
25/11/2009 08:00,Detroit Pistons,Cleveland Cavaliers,88 - 98,,2009-2010
25/11/2009 08:00,Minnesota Timberwolves,Denver Nuggets,111 - 124,,2009-2010
25/11/2009 08:00,New Orleans Hornets,Milwaukee Bucks,102 - 99,OT,2009-2010
25/11/2009 08:30,Houston Rockets,Dallas Mavericks,99 - 130,,2009-2010
25/11/2009 08:30,San Antonio Spurs,Golden State Warriors,118 - 104,,2009-2010
25/11/2009 09:00,Phoenix Suns,Memphis Grizzlies,126 - 111,,2009-2010
25/11/2009 10:00,Portland Trail Blazers,New Jersey Nets,93 - 83,,2009-2010
25/11/2009 10:00,Sacramento Kings,New York Knicks,111 - 97,,2009-2010
26/11/2009 08:00,Atlanta Hawks,Orlando Magic,76 - 93,,2009-2010
26/11/2009 10:30,Utah Jazz,Chicago Bulls,105 - 86,,2009-2010
27/11/2009 07:00,Charlotte Bobcats,Cleveland Cavaliers,94 - 87,,2009-2010
27/11/2009 07:00,Miami Heat,Washington Wizards,84 - 94,,2009-2010
27/11/2009 07:30,Boston Celtics,Toronto Raptors,116 - 103,,2009-2010
27/11/2009 07:30,Philadelphia 76ers,Atlanta Hawks,86 - 100,,2009-2010
27/11/2009 08:00,Detroit Pistons,Los Angeles Clippers,96 - 104,,2009-2010
27/11/2009 08:00,Indiana Pacers,Dallas Mavericks,92 - 113,,2009-2010
27/11/2009 08:30,Houston Rockets,San Antonio Spurs,84 - 92,,2009-2010
27/11/2009 09:00,Denver Nuggets,New York Knicks,128 - 125,,2009-2010
27/11/2009 09:30,Minnesota Timberwolves,Phoenix Suns,95 - 120,,2009-2010
27/11/2009 09:30,Oklahoma City Thunder,Milwaukee Bucks,108 - 90,,2009-2010
27/11/2009 10:00,Portland Trail Blazers,Memphis Grizzlies,96 - 106,,2009-2010
27/11/2009 10:00,Sacramento Kings,New Jersey Nets,109 - 96,,2009-2010
28/11/2009 07:00,Washington Wizards,Charlotte Bobcats,76 - 92,,2009-2010
28/11/2009 07:30,Cleveland Cavaliers,Dallas Mavericks,111 - 95,,2009-2010
28/11/2009 09:00,Milwaukee Bucks,Orlando Magic,98 - 100,,2009-2010
28/11/2009 09:00,Utah Jazz,Portland Trail Blazers,108 - 92,,2009-2010
28/11/2009 10:30,Golden State Warriors,Los Angeles Lakers,97 - 130,,2009-2010
29/11/2009 01:00,Detroit Pistons,Atlanta Hawks,94 - 88,,2009-2010
29/11/2009 01:00,Toronto Raptors,Phoenix Suns,94 - 113,,2009-2010
29/11/2009 03:30,Los Angeles Clippers,Memphis Grizzlies,98 - 88,,2009-2010
29/11/2009 06:00,Miami Heat,Boston Celtics,85 - 92,,2009-2010
29/11/2009 06:00,New York Knicks,Orlando Magic,102 - 114,,2009-2010
29/11/2009 07:00,Oklahoma City Thunder,Houston Rockets,91 - 100,,2009-2010
29/11/2009 07:00,San Antonio Spurs,Philadelphia 76ers,97 - 89,,2009-2010
29/11/2009 08:00,Denver Nuggets,Minnesota Timberwolves,100 - 106,,2009-2010
29/11/2009 09:00,Sacramento Kings,New Orleans Hornets,112 - 96,,2009-2010
29/11/2009 09:30,Los Angeles Lakers,New Jersey Nets,106 - 87,,2009-2010
30/11/2009 08:00,Milwaukee Bucks,Chicago Bulls,99 - 97,,2009-2010
30/11/2009 08:30,Dallas Mavericks,Philadelphia 76ers,104 - 102,,2009-2010
30/11/2009 09:00,Utah Jazz,Memphis Grizzlies,120 - 93,,2009-2010
30/11/2009 10:30,Golden State Warriors,Indiana Pacers,126 - 107,,2009-2010
01/12/2009 07:00,Charlotte Bobcats,Boston Celtics,90 - 108,,2009-2010
01/12/2009 07:00,Toronto Raptors,Washington Wizards,102 - 106,,2009-2010
01/12/2009 07:30,New York Knicks,Phoenix Suns,126 - 99,,2009-2010
01/12/2009 09:00,Denver Nuggets,Golden State Warriors,135 - 107,,2009-2010
01/12/2009 10:00,Portland Trail Blazers,Miami Heat,100 - 107,,2009-2010
01/12/2009 10:30,Los Angeles Lakers,New Orleans Hornets,110 - 99,,2009-2010
02/12/2009 07:00,Atlanta Hawks,Toronto Raptors,146 - 115,,2009-2010
02/12/2009 07:00,Cleveland Cavaliers,Phoenix Suns,107 - 90,,2009-2010
02/12/2009 07:00,Orlando Magic,New York Knicks,118 - 104,,2009-2010
02/12/2009 07:00,Washington Wizards,Milwaukee Bucks,104 - 102,,2009-2010
02/12/2009 07:30,New Jersey Nets,Dallas Mavericks,101 - 117,,2009-2010
02/12/2009 08:00,Chicago Bulls,Detroit Pistons,92 - 85,,2009-2010
02/12/2009 08:00,Minnesota Timberwolves,Memphis Grizzlies,95 - 97,,2009-2010
02/12/2009 08:00,Oklahoma City Thunder,Philadelphia 76ers,117 - 106,,2009-2010
02/12/2009 10:00,Sacramento Kings,Indiana Pacers,110 - 105,,2009-2010
02/12/2009 10:30,Los Angeles Clippers,Houston Rockets,85 - 102,,2009-2010
03/12/2009 08:00,San Antonio Spurs,Boston Celtics,83 - 90,,2009-2010
03/12/2009 10:30,Denver Nuggets,Miami Heat,114 - 96,,2009-2010
03/12/2009 10:30,Golden State Warriors,Houston Rockets,109 - 111,,2009-2010
04/12/2009 07:00,Washington Wizards,Toronto Raptors,107 - 109,OT,2009-2010
04/12/2009 07:30,Atlanta Hawks,New York Knicks,107 - 114,,2009-2010
04/12/2009 08:00,Cleveland Cavaliers,Chicago Bulls,101 - 87,,2009-2010
04/12/2009 08:00,Detroit Pistons,Milwaukee Bucks,105 - 96,,2009-2010
04/12/2009 08:00,Memphis Grizzlies,Dallas Mavericks,98 - 82,,2009-2010
04/12/2009 08:00,New Jersey Nets,Charlotte Bobcats,97 - 91,,2009-2010
04/12/2009 08:00,New Orleans Hornets,Minnesota Timberwolves,98 - 89,,2009-2010
04/12/2009 08:00,Oklahoma City Thunder,Boston Celtics,87 - 105,,2009-2010
04/12/2009 09:00,Utah Jazz,Indiana Pacers,96 - 87,,2009-2010
04/12/2009 10:30,Los Angeles Lakers,Miami Heat,108 - 107,,2009-2010
05/12/2009 07:00,Charlotte Bobcats,Philadelphia 76ers,106 - 105,,2009-2010
05/12/2009 08:00,Chicago Bulls,Toronto Raptors,78 - 110,,2009-2010
05/12/2009 08:00,Minnesota Timberwolves,Utah Jazz,108 - 101,,2009-2010
05/12/2009 08:30,San Antonio Spurs,Denver Nuggets,99 - 106,,2009-2010
05/12/2009 09:00,Dallas Mavericks,Atlanta Hawks,75 - 80,,2009-2010
05/12/2009 09:00,Phoenix Suns,Sacramento Kings,115 - 107,,2009-2010
05/12/2009 10:00,Portland Trail Blazers,Houston Rockets,90 - 89,,2009-2010
05/12/2009 10:30,Golden State Warriors,Orlando Magic,118 - 126,,2009-2010
05/12/2009 10:30,Los Angeles Clippers,Indiana Pacers,88 - 72,,2009-2010
06/12/2009 12:00,New York Knicks,New Jersey Nets,106 - 97,,2009-2010
06/12/2009 03:00,Milwaukee Bucks,Cleveland Cavaliers,86 - 101,,2009-2010
06/12/2009 06:00,Detroit Pistons,Washington Wizards,98 - 94,,2009-2010
06/12/2009 09:00,Sacramento Kings,Miami Heat,102 - 115,,2009-2010
06/12/2009 09:30,Los Angeles Lakers,Phoenix Suns,108 - 88,,2009-2010
07/12/2009 07:00,Philadelphia 76ers,Denver Nuggets,83 - 93,,2009-2010
07/12/2009 07:30,New York Knicks,Portland Trail Blazers,93 - 84,,2009-2010
07/12/2009 08:00,Oklahoma City Thunder,Golden State Warriors,104 - 88,,2009-2010
07/12/2009 09:00,Utah Jazz,San Antonio Spurs,104 - 101,,2009-2010
08/12/2009 07:00,Charlotte Bobcats,Denver Nuggets,107 - 95,,2009-2010
08/12/2009 07:00,Toronto Raptors,Minnesota Timberwolves,94 - 88,,2009-2010
08/12/2009 07:30,Boston Celtics,Milwaukee Bucks,98 - 89,,2009-2010
08/12/2009 08:00,Chicago Bulls,New Jersey Nets,101 - 103,,2009-2010
08/12/2009 08:00,Memphis Grizzlies,Cleveland Cavaliers,111 - 109,OT,2009-2010
08/12/2009 08:00,New Orleans Hornets,Sacramento Kings,96 - 94,,2009-2010
08/12/2009 08:30,Dallas Mavericks,Phoenix Suns,102 - 101,,2009-2010
08/12/2009 10:30,Los Angeles Clippers,Orlando Magic,86 - 97,,2009-2010
09/12/2009 07:00,Atlanta Hawks,Chicago Bulls,118 - 83,,2009-2010
09/12/2009 07:00,Indiana Pacers,Portland Trail Blazers,91 - 102,,2009-2010
09/12/2009 07:00,Philadelphia 76ers,Detroit Pistons,86 - 90,,2009-2010
09/12/2009 07:30,New Jersey Nets,Golden State Warriors,89 - 105,,2009-2010
09/12/2009 08:00,Milwaukee Bucks,Toronto Raptors,117 - 95,,2009-2010
09/12/2009 08:00,Minnesota Timberwolves,New Orleans Hornets,96 - 97,,2009-2010
09/12/2009 08:30,Houston Rockets,Cleveland Cavaliers,95 - 85,,2009-2010
09/12/2009 08:30,San Antonio Spurs,Sacramento Kings,118 - 106,,2009-2010
09/12/2009 10:30,Los Angeles Lakers,Utah Jazz,101 - 77,,2009-2010
10/12/2009 07:30,Detroit Pistons,Denver Nuggets,101 - 99,,2009-2010
10/12/2009 08:00,Washington Wizards,Boston Celtics,102 - 104,,2009-2010
10/12/2009 10:30,Utah Jazz,Orlando Magic,120 - 111,,2009-2010
11/12/2009 07:00,Indiana Pacers,New Jersey Nets,107 - 91,,2009-2010
11/12/2009 07:00,Philadelphia 76ers,Houston Rockets,91 - 96,,2009-2010
11/12/2009 07:00,Toronto Raptors,Atlanta Hawks,89 - 111,,2009-2010
