,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020
343,0.5930232558139535,0.7093023255813954,0.7063953488372093,0.6773255813953488,0.6802325581395349,0.7034883720930233,0.6627906976744186,0.6656976744186046,0.6686046511627907,0.6598837209302325,0.625,0.6308139534883721,0.6715116279069767
344,0.591304347826087,0.7072463768115942,0.7072463768115942,0.6782608695652174,0.6782608695652174,0.7014492753623188,0.6608695652173913,0.6666666666666666,0.6666666666666666,0.6608695652173913,0.6260869565217392,0.6318840579710145,0.672463768115942
345,0.5924855491329479,0.7052023121387283,0.708092485549133,0.6791907514450867,0.6763005780346821,0.6994219653179191,0.661849710982659,0.6676300578034682,0.6676300578034682,0.6589595375722543,0.6271676300578035,0.6329479768786127,0.6705202312138728
346,0.5936599423631124,0.7060518731988472,0.7089337175792507,0.6801152737752162,0.6772334293948127,0.6974063400576369,0.6628242074927954,0.6657060518731989,0.6657060518731989,0.659942363112392,0.6253602305475504,0.6311239193083573,0.6714697406340058
347,0.5948275862068966,0.7068965517241379,0.7097701149425287,0.6781609195402298,0.6781609195402298,0.6982758620689655,0.6637931034482759,0.6637931034482759,0.6666666666666666,0.6609195402298851,0.6264367816091954,0.6293103448275862,0.6724137931034483
348,0.5959885386819485,0.7077363896848138,0.7077363896848138,0.6762177650429799,0.6790830945558739,0.6991404011461319,0.664756446991404,0.664756446991404,0.667621776504298,0.66189111747851,0.6275071633237822,0.6275071633237822,0.670487106017192
349,0.5971428571428572,0.7085714285714285,0.7085714285714285,0.6771428571428572,0.68,0.7,0.6628571428571428,0.6657142857142857,0.6657142857142857,0.6628571428571428,0.6285714285714286,0.6285714285714286,0.6685714285714286
350,0.5954415954415955,0.7094017094017094,0.7094017094017094,0.6780626780626781,0.6809116809116809,0.7008547008547008,0.6609686609686609,0.6638176638176638,0.6638176638176638,0.6609686609686609,0.6296296296296297,0.6267806267806267,0.6666666666666666
351,0.59375,0.7073863636363636,0.7102272727272727,0.6789772727272727,0.6789772727272727,0.6988636363636364,0.6619318181818182,0.6647727272727273,0.6619318181818182,0.6619318181818182,0.6278409090909091,0.625,0.6676136363636364
352,0.5949008498583569,0.7053824362606232,0.7110481586402266,0.6798866855524079,0.6798866855524079,0.6997167138810199,0.6628895184135978,0.6657223796033994,0.6628895184135978,0.6628895184135978,0.6288951841359773,0.6260623229461756,0.6685552407932012
353,0.5932203389830508,0.7062146892655368,0.711864406779661,0.6807909604519774,0.6807909604519774,0.7005649717514124,0.6638418079096046,0.6666666666666666,0.6638418079096046,0.6638418079096046,0.6299435028248588,0.6271186440677966,0.6694915254237288
354,0.5943661971830986,0.704225352112676,0.7126760563380282,0.6816901408450704,0.6816901408450704,0.7014084507042253,0.6619718309859155,0.6676056338028169,0.6647887323943662,0.6619718309859155,0.6309859154929578,0.6281690140845071,0.6704225352112676
355,0.5955056179775281,0.702247191011236,0.7134831460674157,0.6825842696629213,0.6825842696629213,0.699438202247191,0.6629213483146067,0.6685393258426966,0.6657303370786517,0.6629213483146067,0.6320224719101124,0.6292134831460674,0.6713483146067416
356,0.5938375350140056,0.7030812324929971,0.7142857142857143,0.680672268907563,0.680672268907563,0.7002801120448179,0.6638655462184874,0.6694677871148459,0.6666666666666666,0.6638655462184874,0.6330532212885154,0.6302521008403361,0.6722689075630253
