Date,Home Team,Away Team,Result,Overtime,Season
01/11/2013 08:00,Minnesota Timberwolves,Oklahoma City Thunder,100 - 81,,2013-2014
01/11/2013 09:00,Denver Nuggets,Portland Trail Blazers,98 - 113,,2013-2014
01/11/2013 10:00,Phoenix Suns,Utah Jazz,87 - 84,,2013-2014
01/11/2013 10:00,Sacramento Kings,Los Angeles Clippers,101 - 110,,2013-2014
01/11/2013 10:30,Los Angeles Lakers,San Antonio Spurs,85 - 91,,2013-2014
02/11/2013 07:00,Indiana Pacers,Cleveland Cavaliers,89 - 74,,2013-2014
02/11/2013 07:30,Philadelphia 76ers,Chicago Bulls,107 - 104,,2013-2014
02/11/2013 08:00,New Orleans Pelicans,Charlotte Bobcats,105 - 84,,2013-2014
02/11/2013 08:30,Dallas Mavericks,Memphis Grizzlies,111 - 99,,2013-2014
02/11/2013 08:30,Milwaukee Bucks,Toronto Raptors,90 - 97,,2013-2014
02/11/2013 09:00,Utah Jazz,Houston Rockets,93 - 104,,2013-2014
02/11/2013 10:00,Portland Trail Blazers,San Antonio Spurs,115 - 105,,2013-2014
02/11/2013 10:30,Golden State Warriors,Sacramento Kings,98 - 87,,2013-2014
03/11/2013 06:00,Detroit Pistons,Boston Celtics,87 - 77,,2013-2014
03/11/2013 06:00,Miami Heat,Washington Wizards,103 - 93,,2013-2014
03/11/2013 06:00,Orlando Magic,Brooklyn Nets,107 - 86,,2013-2014
03/11/2013 07:00,Oklahoma City Thunder,Phoenix Suns,103 - 96,,2013-2014
03/11/2013 07:30,New York Knicks,Minnesota Timberwolves,100 - 109,,2013-2014
03/11/2013 09:30,Los Angeles Lakers,Atlanta Hawks,105 - 103,,2013-2014
04/11/2013 07:00,Cleveland Cavaliers,Minnesota Timberwolves,93 - 92,,2013-2014
04/11/2013 07:00,Philadelphia 76ers,Golden State Warriors,90 - 110,,2013-2014
04/11/2013 08:00,Memphis Grizzlies,Boston Celtics,95 - 88,,2013-2014
04/11/2013 10:30,Los Angeles Clippers,Houston Rockets,137 - 118,,2013-2014
05/11/2013 07:00,Toronto Raptors,Miami Heat,95 - 104,,2013-2014
05/11/2013 07:30,Brooklyn Nets,Utah Jazz,104 - 88,,2013-2014
05/11/2013 07:30,Detroit Pistons,Indiana Pacers,91 - 99,,2013-2014
05/11/2013 07:30,New York Knicks,Charlotte Bobcats,97 - 102,,2013-2014
05/11/2013 08:00,New Orleans Pelicans,Phoenix Suns,98 - 104,,2013-2014
05/11/2013 08:30,Dallas Mavericks,Los Angeles Lakers,123 - 104,,2013-2014
05/11/2013 09:00,Denver Nuggets,San Antonio Spurs,94 - 102,,2013-2014
05/11/2013 10:00,Portland Trail Blazers,Houston Rockets,101 - 116,,2013-2014
05/11/2013 10:00,Sacramento Kings,Atlanta Hawks,100 - 105,,2013-2014
06/11/2013 07:00,Charlotte Bobcats,Toronto Raptors,92 - 90,,2013-2014
06/11/2013 07:00,Indiana Pacers,Chicago Bulls,97 - 80,,2013-2014
06/11/2013 07:00,Orlando Magic,Los Angeles Clippers,98 - 90,,2013-2014
06/11/2013 07:00,Philadelphia 76ers,Washington Wizards,102 - 116,,2013-2014
06/11/2013 07:30,Boston Celtics,Utah Jazz,97 - 87,,2013-2014
06/11/2013 08:00,Memphis Grizzlies,New Orleans Pelicans,84 - 99,,2013-2014
06/11/2013 08:00,Milwaukee Bucks,Cleveland Cavaliers,109 - 104,,2013-2014
06/11/2013 08:00,Minnesota Timberwolves,Golden State Warriors,93 - 106,,2013-2014
06/11/2013 08:30,San Antonio Spurs,Phoenix Suns,99 - 96,,2013-2014
06/11/2013 09:30,Oklahoma City Thunder,Dallas Mavericks,107 - 93,,2013-2014
07/11/2013 07:00,Miami Heat,Los Angeles Clippers,102 - 97,,2013-2014
07/11/2013 09:00,Denver Nuggets,Atlanta Hawks,109 - 107,,2013-2014
07/11/2013 09:30,Houston Rockets,Los Angeles Lakers,98 - 99,,2013-2014
08/11/2013 07:00,Charlotte Bobcats,New York Knicks,91 - 101,,2013-2014
08/11/2013 07:00,Indiana Pacers,Toronto Raptors,91 - 84,,2013-2014
08/11/2013 07:00,Orlando Magic,Boston Celtics,89 - 91,,2013-2014
08/11/2013 07:00,Philadelphia 76ers,Cleveland Cavaliers,94 - 79,,2013-2014
08/11/2013 07:00,Washington Wizards,Brooklyn Nets,112 - 108,OT,2013-2014
08/11/2013 07:30,Detroit Pistons,Oklahoma City Thunder,110 - 119,,2013-2014
08/11/2013 08:00,Chicago Bulls,Utah Jazz,97 - 73,,2013-2014
08/11/2013 08:00,Minnesota Timberwolves,Dallas Mavericks,116 - 108,,2013-2014
08/11/2013 08:00,New Orleans Pelicans,Los Angeles Lakers,96 - 85,,2013-2014
08/11/2013 08:30,San Antonio Spurs,Golden State Warriors,76 - 74,,2013-2014
08/11/2013 09:00,Phoenix Suns,Denver Nuggets,114 - 103,,2013-2014
08/11/2013 10:00,Portland Trail Blazers,Sacramento Kings,104 - 91,,2013-2014
09/11/2013 07:00,Toronto Raptors,Utah Jazz,115 - 91,,2013-2014
09/11/2013 07:30,Atlanta Hawks,Orlando Magic,104 - 94,,2013-2014
09/11/2013 07:30,Brooklyn Nets,Indiana Pacers,91 - 96,,2013-2014
09/11/2013 07:30,Cleveland Cavaliers,Philadelphia 76ers,127 - 125,2OT,2013-2014
09/11/2013 07:30,Miami Heat,Boston Celtics,110 - 111,,2013-2014
09/11/2013 08:00,Houston Rockets,Los Angeles Clippers,94 - 107,,2013-2014
09/11/2013 08:00,Memphis Grizzlies,Golden State Warriors,108 - 90,,2013-2014
09/11/2013 08:30,Milwaukee Bucks,Dallas Mavericks,83 - 91,,2013-2014
09/11/2013 10:00,Sacramento Kings,Portland Trail Blazers,85 - 96,,2013-2014
10/11/2013 12:00,New York Knicks,San Antonio Spurs,89 - 120,,2013-2014
10/11/2013 07:00,Oklahoma City Thunder,Washington Wizards,106 - 105,OT,2013-2014
10/11/2013 08:00,Phoenix Suns,New Orleans Pelicans,101 - 94,,2013-2014
10/11/2013 09:30,Los Angeles Lakers,Minnesota Timberwolves,90 - 113,,2013-2014
11/11/2013 07:00,Charlotte Bobcats,Atlanta Hawks,94 - 103,,2013-2014
11/11/2013 07:00,Indiana Pacers,Memphis Grizzlies,95 - 79,,2013-2014
11/11/2013 07:00,Philadelphia 76ers,San Antonio Spurs,85 - 109,,2013-2014
11/11/2013 07:30,Boston Celtics,Orlando Magic,120 - 105,,2013-2014
11/11/2013 08:00,Chicago Bulls,Cleveland Cavaliers,96 - 81,,2013-2014
11/11/2013 08:00,Houston Rockets,Toronto Raptors,110 - 104,2OT,2013-2014
11/11/2013 09:00,Utah Jazz,Denver Nuggets,81 - 100,,2013-2014
11/11/2013 10:00,Portland Trail Blazers,Detroit Pistons,109 - 103,,2013-2014
11/11/2013 10:30,Los Angeles Clippers,Minnesota Timberwolves,109 - 107,,2013-2014
12/11/2013 07:30,Miami Heat,Milwaukee Bucks,118 - 95,,2013-2014
12/11/2013 08:30,Dallas Mavericks,Washington Wizards,105 - 95,,2013-2014
12/11/2013 10:30,Golden State Warriors,Detroit Pistons,113 - 95,,2013-2014
12/11/2013 10:30,Los Angeles Lakers,New Orleans Pelicans,116 - 95,,2013-2014
13/11/2013 07:00,Orlando Magic,Milwaukee Bucks,94 - 91,,2013-2014
13/11/2013 07:00,Philadelphia 76ers,Houston Rockets,123 - 117,OT,2013-2014
13/11/2013 07:30,Boston Celtics,Charlotte Bobcats,83 - 89,,2013-2014
13/11/2013 08:00,Atlanta Hawks,New York Knicks,91 - 95,,2013-2014
13/11/2013 08:00,Memphis Grizzlies,Toronto Raptors,87 - 103,,2013-2014
13/11/2013 08:00,Minnesota Timberwolves,Cleveland Cavaliers,124 - 95,,2013-2014
13/11/2013 08:30,San Antonio Spurs,Washington Wizards,92 - 79,,2013-2014
13/11/2013 09:00,Denver Nuggets,Los Angeles Lakers,111 - 99,,2013-2014
13/11/2013 09:00,Utah Jazz,New Orleans Pelicans,111 - 105,,2013-2014
13/11/2013 10:00,Portland Trail Blazers,Phoenix Suns,90 - 89,,2013-2014
13/11/2013 10:00,Sacramento Kings,Brooklyn Nets,107 - 86,,2013-2014
13/11/2013 10:30,Los Angeles Clippers,Oklahoma City Thunder,111 - 103,,2013-2014
14/11/2013 08:00,New York Knicks,Houston Rockets,106 - 109,,2013-2014
14/11/2013 10:30,Golden State Warriors,Oklahoma City Thunder,116 - 115,,2013-2014
15/11/2013 07:00,Indiana Pacers,Milwaukee Bucks,104 - 77,,2013-2014
15/11/2013 07:00,Toronto Raptors,Chicago Bulls,80 - 96,,2013-2014
15/11/2013 07:30,Atlanta Hawks,Philadelphia 76ers,113 - 103,,2013-2014
15/11/2013 07:30,Boston Celtics,Portland Trail Blazers,96 - 109,,2013-2014
15/11/2013 07:30,Cleveland Cavaliers,Charlotte Bobcats,80 - 86,,2013-2014
15/11/2013 07:30,Miami Heat,Dallas Mavericks,110 - 104,,2013-2014
15/11/2013 08:00,Denver Nuggets,Minnesota Timberwolves,117 - 113,,2013-2014
15/11/2013 09:00,Phoenix Suns,Brooklyn Nets,98 - 100,OT,2013-2014
15/11/2013 09:00,Utah Jazz,San Antonio Spurs,82 - 91,,2013-2014
15/11/2013 10:30,Los Angeles Lakers,Memphis Grizzlies,86 - 89,,2013-2014
15/11/2013 10:30,Sacramento Kings,Detroit Pistons,90 - 97,,2013-2014
16/11/2013 07:00,Charlotte Bobcats,Miami Heat,81 - 97,,2013-2014
16/11/2013 07:00,Orlando Magic,Dallas Mavericks,100 - 108,,2013-2014
16/11/2013 07:00,Washington Wizards,Cleveland Cavaliers,96 - 103,OT,2013-2014
16/11/2013 07:30,New York Knicks,Atlanta Hawks,90 - 110,,2013-2014
16/11/2013 08:00,Chicago Bulls,Indiana Pacers,110 - 94,,2013-2014
16/11/2013 08:00,Houston Rockets,Denver Nuggets,122 - 111,,2013-2014
16/11/2013 08:00,Minnesota Timberwolves,Boston Celtics,106 - 88,,2013-2014
16/11/2013 08:00,New Orleans Pelicans,Philadelphia 76ers,135 - 98,,2013-2014
16/11/2013 08:30,Milwaukee Bucks,Oklahoma City Thunder,79 - 92,,2013-2014
16/11/2013 10:30,Golden State Warriors,Utah Jazz,102 - 88,,2013-2014
16/11/2013 10:30,Los Angeles Clippers,Brooklyn Nets,110 - 103,,2013-2014
17/11/2013 01:00,Toronto Raptors,Portland Trail Blazers,110 - 118,OT,2013-2014
17/11/2013 06:00,Sacramento Kings,Memphis Grizzlies,86 - 97,,2013-2014
17/11/2013 09:30,Los Angeles Lakers,Detroit Pistons,114 - 99,,2013-2014
18/11/2013 07:30,Brooklyn Nets,Portland Trail Blazers,98 - 108,,2013-2014
18/11/2013 08:00,Chicago Bulls,Charlotte Bobcats,86 - 81,,2013-2014
18/11/2013 08:00,Oklahoma City Thunder,Denver Nuggets,115 - 113,,2013-2014
18/11/2013 08:30,Dallas Mavericks,Philadelphia 76ers,97 - 94,,2013-2014
18/11/2013 09:00,Utah Jazz,Golden State Warriors,87 - 98,,2013-2014
18/11/2013 10:30,Los Angeles Clippers,Memphis Grizzlies,102 - 106,,2013-2014
19/11/2013 07:00,Washington Wizards,Minnesota Timberwolves,104 - 100,,2013-2014
19/11/2013 07:30,Detroit Pistons,New York Knicks,92 - 86,,2013-2014
19/11/2013 07:30,Miami Heat,Atlanta Hawks,104 - 88,,2013-2014
19/11/2013 08:00,Houston Rockets,Boston Celtics,109 - 85,,2013-2014
19/11/2013 10:00,Sacramento Kings,Phoenix Suns,107 - 104,,2013-2014
20/11/2013 07:00,Charlotte Bobcats,Brooklyn Nets,95 - 91,,2013-2014
20/11/2013 07:00,Cleveland Cavaliers,Washington Wizards,91 - 98,,2013-2014
20/11/2013 07:00,New York Knicks,Indiana Pacers,96 - 103,OT,2013-2014
20/11/2013 07:00,Orlando Magic,Miami Heat,92 - 120,,2013-2014
20/11/2013 07:00,Philadelphia 76ers,Toronto Raptors,98 - 108,,2013-2014
20/11/2013 07:30,Atlanta Hawks,Detroit Pistons,93 - 85,,2013-2014
20/11/2013 08:00,Milwaukee Bucks,Portland Trail Blazers,82 - 91,,2013-2014
20/11/2013 08:00,Minnesota Timberwolves,Los Angeles Clippers,98 - 102,,2013-2014
20/11/2013 08:00,New Orleans Pelicans,Utah Jazz,105 - 98,,2013-2014
20/11/2013 08:30,San Antonio Spurs,Boston Celtics,104 - 93,,2013-2014
20/11/2013 09:00,Phoenix Suns,Sacramento Kings,106 - 113,,2013-2014
20/11/2013 09:30,Dallas Mavericks,Houston Rockets,123 - 120,,2013-2014
20/11/2013 10:30,Golden State Warriors,Memphis Grizzlies,81 - 88,OT,2013-2014
21/11/2013 08:00,Oklahoma City Thunder,Los Angeles Clippers,105 - 91,,2013-2014
21/11/2013 10:30,Denver Nuggets,Chicago Bulls,97 - 87,,2013-2014
22/11/2013 07:00,Charlotte Bobcats,Phoenix Suns,91 - 98,,2013-2014
22/11/2013 07:00,Philadelphia 76ers,Milwaukee Bucks,115 - 107,OT,2013-2014
22/11/2013 07:00,Toronto Raptors,Washington Wizards,96 - 88,,2013-2014
22/11/2013 07:30,Boston Celtics,Indiana Pacers,82 - 97,,2013-2014
22/11/2013 07:30,Detroit Pistons,Atlanta Hawks,89 - 96,,2013-2014
22/11/2013 08:00,Memphis Grizzlies,San Antonio Spurs,86 - 102,,2013-2014
22/11/2013 08:00,Minnesota Timberwolves,Brooklyn Nets,111 - 81,,2013-2014
22/11/2013 08:00,New Orleans Pelicans,Cleveland Cavaliers,104 - 100,,2013-2014
22/11/2013 08:30,Dallas Mavericks,Utah Jazz,103 - 93,,2013-2014
22/11/2013 10:00,Portland Trail Blazers,Chicago Bulls,98 - 95,,2013-2014
22/11/2013 10:30,Los Angeles Lakers,Golden State Warriors,102 - 95,,2013-2014
23/11/2013 03:30,Los Angeles Clippers,Sacramento Kings,103 - 102,,2013-2014
23/11/2013 07:00,Indiana Pacers,Philadelphia 76ers,106 - 98,,2013-2014
23/11/2013 07:00,Washington Wizards,New York Knicks,98 - 89,,2013-2014
23/11/2013 07:30,Atlanta Hawks,Boston Celtics,87 - 94,,2013-2014
23/11/2013 07:30,Miami Heat,Orlando Magic,101 - 99,,2013-2014
23/11/2013 08:00,Houston Rockets,Minnesota Timberwolves,112 - 101,,2013-2014
23/11/2013 08:30,Milwaukee Bucks,Charlotte Bobcats,72 - 96,,2013-2014
23/11/2013 08:30,San Antonio Spurs,Cleveland Cavaliers,126 - 96,,2013-2014
23/11/2013 09:00,Denver Nuggets,Dallas Mavericks,102 - 100,,2013-2014
23/11/2013 10:30,Golden State Warriors,Portland Trail Blazers,101 - 113,,2013-2014
24/11/2013 02:00,Brooklyn Nets,Detroit Pistons,97 - 109,,2013-2014
24/11/2013 03:30,Los Angeles Clippers,Chicago Bulls,121 - 82,,2013-2014
24/11/2013 06:00,Orlando Magic,Phoenix Suns,96 - 104,,2013-2014
24/11/2013 07:00,Oklahoma City Thunder,Utah Jazz,95 - 73,,2013-2014
24/11/2013 09:30,Los Angeles Lakers,Sacramento Kings,100 - 86,,2013-2014
25/11/2013 07:00,Charlotte Bobcats,Boston Celtics,86 - 96,,2013-2014
25/11/2013 07:00,Indiana Pacers,Minnesota Timberwolves,98 - 84,,2013-2014
25/11/2013 07:30,Detroit Pistons,Milwaukee Bucks,113 - 94,,2013-2014
25/11/2013 07:30,Miami Heat,Phoenix Suns,107 - 92,,2013-2014
25/11/2013 08:00,Memphis Grizzlies,Houston Rockets,86 - 93,,2013-2014
25/11/2013 08:30,Dallas Mavericks,Denver Nuggets,96 - 110,,2013-2014
25/11/2013 08:30,San Antonio Spurs,New Orleans Pelicans,112 - 93,,2013-2014
25/11/2013 09:00,Utah Jazz,Chicago Bulls,89 - 83,OT,2013-2014
25/11/2013 10:00,Portland Trail Blazers,New York Knicks,102 - 91,,2013-2014
26/11/2013 07:00,Toronto Raptors,Brooklyn Nets,100 - 102,,2013-2014
26/11/2013 07:00,Washington Wizards,Los Angeles Lakers,116 - 111,,2013-2014
26/11/2013 07:30,Atlanta Hawks,Orlando Magic,92 - 109,,2013-2014
26/11/2013 08:00,New Orleans Pelicans,Golden State Warriors,101 - 102,,2013-2014
27/11/2013 07:00,Charlotte Bobcats,Indiana Pacers,74 - 99,,2013-2014
27/11/2013 07:00,Orlando Magic,Philadelphia 76ers,105 - 94,,2013-2014
27/11/2013 07:30,Boston Celtics,Memphis Grizzlies,93 - 100,,2013-2014
27/11/2013 07:30,Brooklyn Nets,Los Angeles Lakers,94 - 99,,2013-2014
27/11/2013 07:30,Cleveland Cavaliers,Miami Heat,84 - 95,,2013-2014
27/11/2013 07:30,Detroit Pistons,Chicago Bulls,79 - 99,,2013-2014
27/11/2013 08:00,Houston Rockets,Atlanta Hawks,113 - 84,,2013-2014
27/11/2013 08:00,Milwaukee Bucks,Washington Wizards,92 - 100,OT,2013-2014
27/11/2013 08:00,Minnesota Timberwolves,Denver Nuggets,110 - 117,,2013-2014
27/11/2013 08:00,Oklahoma City Thunder,San Antonio Spurs,94 - 88,,2013-2014
27/11/2013 08:30,Dallas Mavericks,Golden State Warriors,103 - 99,,2013-2014
27/11/2013 09:00,Phoenix Suns,Portland Trail Blazers,120 - 106,,2013-2014
27/11/2013 10:30,Los Angeles Clippers,New York Knicks,93 - 80,,2013-2014
29/11/2013 07:00,Charlotte Bobcats,Milwaukee Bucks,92 - 76,,2013-2014
29/11/2013 07:00,Orlando Magic,San Antonio Spurs,91 - 109,,2013-2014
29/11/2013 07:00,Toronto Raptors,Miami Heat,83 - 90,,2013-2014
29/11/2013 07:30,Atlanta Hawks,Dallas Mavericks,88 - 87,,2013-2014
29/11/2013 07:30,Boston Celtics,Cleveland Cavaliers,103 - 86,,2013-2014
29/11/2013 07:30,Detroit Pistons,Los Angeles Lakers,102 - 106,,2013-2014
29/11/2013 08:00,Houston Rockets,Brooklyn Nets,114 - 95,,2013-2014
29/11/2013 08:00,Indiana Pacers,Washington Wizards,93 - 73,,2013-2014
29/11/2013 08:00,Oklahoma City Thunder,Golden State Warriors,113 - 112,OT,2013-2014
29/11/2013 08:00,Philadelphia 76ers,New Orleans Pelicans,105 - 121,,2013-2014
29/11/2013 09:00,Denver Nuggets,New York Knicks,97 - 95,,2013-2014
29/11/2013 09:00,Utah Jazz,Phoenix Suns,101 - 112,,2013-2014
29/11/2013 10:00,Sacramento Kings,Los Angeles Clippers,98 - 104,OT,2013-2014
30/11/2013 07:00,Washington Wizards,Atlanta Hawks,108 - 101,,2013-2014
30/11/2013 07:30,Cleveland Cavaliers,Chicago Bulls,97 - 93,,2013-2014
30/11/2013 08:00,Memphis Grizzlies,Brooklyn Nets,88 - 97,,2013-2014
30/11/2013 08:30,Dallas Mavericks,Minnesota Timberwolves,106 - 112,,2013-2014
30/11/2013 08:30,San Antonio Spurs,Houston Rockets,106 - 112,,2013-2014
30/11/2013 09:00,Milwaukee Bucks,Boston Celtics,92 - 85,,2013-2014
30/11/2013 09:00,Phoenix Suns,Utah Jazz,104 - 112,,2013-2014
01/12/2013 01:00,Toronto Raptors,Denver Nuggets,98 - 112,,2013-2014
01/12/2013 03:30,Detroit Pistons,Philadelphia 76ers,115 - 100,,2013-2014
01/12/2013 03:30,Los Angeles Clippers,Indiana Pacers,100 - 105,,2013-2014
01/12/2013 06:00,Miami Heat,Charlotte Bobcats,99 - 98,,2013-2014
01/12/2013 06:00,Sacramento Kings,Golden State Warriors,113 - 115,,2013-2014
01/12/2013 07:00,Oklahoma City Thunder,Minnesota Timberwolves,113 - 103,,2013-2014
01/12/2013 07:30,New York Knicks,New Orleans Pelicans,99 - 103,,2013-2014
01/12/2013 09:30,Los Angeles Lakers,Portland Trail Blazers,108 - 114,,2013-2014
02/12/2013 07:00,Washington Wizards,Orlando Magic,98 - 80,,2013-2014
02/12/2013 08:00,Chicago Bulls,New Orleans Pelicans,128 - 131,3OT,2013-2014
02/12/2013 08:30,San Antonio Spurs,Atlanta Hawks,102 - 100,,2013-2014
02/12/2013 09:00,Utah Jazz,Houston Rockets,109 - 103,,2013-2014
02/12/2013 10:00,Portland Trail Blazers,Indiana Pacers,106 - 102,,2013-2014
03/12/2013 07:00,Philadelphia 76ers,Orlando Magic,126 - 125,2OT,2013-2014
03/12/2013 07:30,Boston Celtics,Milwaukee Bucks,108 - 100,,2013-2014
03/12/2013 07:30,Brooklyn Nets,Denver Nuggets,87 - 111,,2013-2014
03/12/2013 07:30,Miami Heat,Detroit Pistons,97 - 107,,2013-2014
03/12/2013 08:00,Memphis Grizzlies,Phoenix Suns,110 - 91,,2013-2014
03/12/2013 08:30,Dallas Mavericks,Charlotte Bobcats,89 - 82,,2013-2014
03/12/2013 10:00,Sacramento Kings,Oklahoma City Thunder,95 - 97,,2013-2014
03/12/2013 10:30,Golden State Warriors,Toronto Raptors,112 - 103,,2013-2014
04/12/2013 07:00,Cleveland Cavaliers,Denver Nuggets,98 - 88,,2013-2014
04/12/2013 07:30,Atlanta Hawks,Los Angeles Clippers,107 - 97,,2013-2014
04/12/2013 08:00,Houston Rockets,Phoenix Suns,88 - 97,,2013-2014
04/12/2013 08:00,Milwaukee Bucks,Detroit Pistons,98 - 105,,2013-2014
04/12/2013 08:00,New Orleans Pelicans,Dallas Mavericks,97 - 100,,2013-2014
04/12/2013 09:00,Utah Jazz,Indiana Pacers,86 - 95,,2013-2014
04/12/2013 10:00,Portland Trail Blazers,Oklahoma City Thunder,111 - 104,,2013-2014
05/12/2013 07:00,Brooklyn Nets,New York Knicks,83 - 113,,2013-2014
05/12/2013 08:00,Memphis Grizzlies,Los Angeles Clippers,81 - 101,,2013-2014
05/12/2013 09:30,Chicago Bulls,Miami Heat,107 - 87,,2013-2014
06/12/2013 07:00,Charlotte Bobcats,Philadelphia 76ers,105 - 88,,2013-2014
06/12/2013 07:00,Washington Wizards,Milwaukee Bucks,105 - 109,OT,2013-2014
06/12/2013 07:30,Atlanta Hawks,Cleveland Cavaliers,108 - 89,,2013-2014
06/12/2013 07:30,Boston Celtics,Denver Nuggets,106 - 98,,2013-2014
06/12/2013 07:30,New York Knicks,Orlando Magic,121 - 83,,2013-2014
06/12/2013 08:00,Houston Rockets,Golden State Warriors,105 - 83,,2013-2014
06/12/2013 08:00,New Orleans Pelicans,Oklahoma City Thunder,95 - 109,,2013-2014
06/12/2013 09:00,Phoenix Suns,Toronto Raptors,106 - 97,,2013-2014
06/12/2013 10:00,Portland Trail Blazers,Utah Jazz,130 - 98,,2013-2014
06/12/2013 10:00,Sacramento Kings,Los Angeles Lakers,100 - 106,,2013-2014
07/12/2013 07:00,Philadelphia 76ers,Denver Nuggets,92 - 103,,2013-2014
07/12/2013 07:30,Cleveland Cavaliers,Los Angeles Clippers,88 - 82,,2013-2014
07/12/2013 08:00,Chicago Bulls,Detroit Pistons,75 - 92,,2013-2014
07/12/2013 08:00,Memphis Grizzlies,Golden State Warriors,82 - 108,,2013-2014
07/12/2013 08:00,Minnesota Timberwolves,Miami Heat,82 - 103,,2013-2014
07/12/2013 08:30,Milwaukee Bucks,Brooklyn Nets,82 - 90,,2013-2014
07/12/2013 08:30,San Antonio Spurs,Indiana Pacers,100 - 111,,2013-2014
07/12/2013 09:00,Utah Jazz,Sacramento Kings,102 - 112,OT,2013-2014
07/12/2013 10:00,Portland Trail Blazers,Dallas Mavericks,106 - 108,,2013-2014
08/12/2013 12:00,New York Knicks,Boston Celtics,73 - 114,,2013-2014
08/12/2013 06:00,Detroit Pistons,Miami Heat,95 - 110,,2013-2014
08/12/2013 07:00,Houston Rockets,Orlando Magic,98 - 88,,2013-2014
08/12/2013 07:00,Oklahoma City Thunder,Indiana Pacers,118 - 94,,2013-2014
08/12/2013 09:30,Los Angeles Lakers,Toronto Raptors,94 - 106,,2013-2014
09/12/2013 07:00,Charlotte Bobcats,Golden State Warriors,115 - 111,,2013-2014
09/12/2013 07:00,Philadelphia 76ers,Los Angeles Clippers,83 - 94,,2013-2014
09/12/2013 07:00,Washington Wizards,Denver Nuggets,74 - 75,,2013-2014
09/12/2013 08:00,Memphis Grizzlies,Orlando Magic,94 - 85,,2013-2014
09/12/2013 09:00,Utah Jazz,Portland Trail Blazers,94 - 105,,2013-2014
09/12/2013 10:00,Sacramento Kings,Dallas Mavericks,112 - 97,,2013-2014
10/12/2013 07:00,Cleveland Cavaliers,New York Knicks,109 - 94,,2013-2014
10/12/2013 07:00,Indiana Pacers,Miami Heat,90 - 84,,2013-2014
10/12/2013 07:00,Toronto Raptors,San Antonio Spurs,103 - 116,,2013-2014
10/12/2013 07:30,Atlanta Hawks,Oklahoma City Thunder,92 - 101,,2013-2014
10/12/2013 07:30,Brooklyn Nets,Boston Celtics,104 - 96,,2013-2014
10/12/2013 07:30,Detroit Pistons,Minnesota Timberwolves,94 - 121,,2013-2014
10/12/2013 08:00,Chicago Bulls,Milwaukee Bucks,74 - 78,,2013-2014
10/12/2013 10:30,Los Angeles Lakers,Phoenix Suns,108 - 114,,2013-2014
11/12/2013 07:00,Charlotte Bobcats,Orlando Magic,83 - 92,,2013-2014
11/12/2013 07:30,Boston Celtics,Los Angeles Clippers,88 - 96,,2013-2014
11/12/2013 08:00,Memphis Grizzlies,Oklahoma City Thunder,100 - 116,,2013-2014
11/12/2013 08:00,Milwaukee Bucks,San Antonio Spurs,77 - 109,,2013-2014
